lat,lon,date,ALLSKY_SFC_SW_DWN,ALLSKY_KT,CLOUD_AMT,PRECTOTCORR,ALLSKY_SFC_SW_DWN_norm,CLOUD_AMT_norm,PRECTOTCORR_norm
41.06,28.0,202305,18.84,0.48,71.78,1.18,0.01096,0.01087,0.00423
41.06,28.0,202306,24.01,0.58,45.28,0.92,0.01397,0.00686,0.00329
41.06,28.0,202307,26.15,0.65,23.83,0.27,0.01521,0.00361,0.00097
41.06,28.0,202308,21.47,0.59,31.41,0.21,0.01249,0.00476,0.00075
41.06,28.0,202309,16.72,0.56,46.02,0.96,0.00973,0.00697,0.00344
41.06,28.0,202310,11.52,0.52,49.57,0.71,0.0067,0.0075,0.00254
41.06,28.0,202311,6.49,0.41,68.19,6.61,0.00378,0.01032,0.02367
41.06,28.0,202312,4.82,0.38,64.93,2.62,0.0028,0.00983,0.00938
41.06,28.03,202301,5.51,0.38,69.94,0.87,0.00321,0.01059,0.00312
41.06,28.03,202302,8.89,0.45,66.0,1.39,0.00517,0.00999,0.00498
41.06,28.03,202303,11.1,0.41,71.25,2.38,0.00646,0.01079,0.00852
41.06,28.03,202304,15.63,0.45,72.39,3.11,0.00909,0.01096,0.01114
41.06,28.03,202305,18.84,0.48,71.78,1.18,0.01096,0.01087,0.00423
41.06,28.03,202306,24.01,0.58,45.28,0.92,0.01397,0.00686,0.00329
41.06,28.03,202307,26.15,0.65,23.83,0.27,0.01521,0.00361,0.00097
41.06,28.03,202308,21.47,0.59,31.41,0.21,0.01249,0.00476,0.00075
41.06,28.03,202309,16.72,0.56,46.02,0.96,0.00973,0.00697,0.00344
41.06,28.03,202310,11.52,0.52,49.57,0.71,0.0067,0.0075,0.00254
41.06,28.03,202311,6.49,0.41,68.19,6.61,0.00378,0.01032,0.02367
41.06,28.03,202312,4.82,0.38,64.93,2.62,0.0028,0.00983,0.00938
41.06,28.06,202301,5.51,0.38,69.94,0.87,0.00321,0.01059,0.00312
41.06,28.06,202302,8.89,0.45,66.0,1.39,0.00517,0.00999,0.00498
41.06,28.06,202303,11.1,0.41,71.25,2.38,0.00646,0.01079,0.00852
41.06,28.06,202304,15.63,0.45,72.39,3.11,0.00909,0.01096,0.01114
41.06,28.06,202305,18.84,0.48,71.78,1.18,0.01096,0.01087,0.00423
41.06,28.06,202306,24.01,0.58,45.28,0.92,0.01397,0.00686,0.00329
41.06,28.06,202307,26.15,0.65,23.83,0.27,0.01521,0.00361,0.00097
41.06,28.06,202308,21.47,0.59,31.41,0.21,0.01249,0.00476,0.00075
41.06,28.06,202309,16.72,0.56,46.02,0.96,0.00973,0.00697,0.00344
41.06,28.06,202310,11.52,0.52,49.57,0.71,0.0067,0.0075,0.00254
41.06,28.06,202311,6.49,0.41,68.19,6.61,0.00378,0.01032,0.02367
41.06,28.06,202312,4.82,0.38,64.93,2.62,0.0028,0.00983,0.00938
41.06,28.09,202301,5.51,0.38,69.94,0.87,0.00321,0.01059,0.00312
41.06,28.09,202302,8.89,0.45,66.0,1.39,0.00517,0.00999,0.00498
41.06,28.09,202303,11.1,0.41,71.25,2.38,0.00646,0.01079,0.00852
41.06,28.09,202304,15.63,0.45,72.39,3.11,0.00909,0.01096,0.01114
41.06,28.09,202305,18.84,0.48,71.78,1.18,0.01096,0.01087,0.00423
41.06,28.09,202306,24.01,0.58,45.28,0.92,0.01397,0.00686,0.00329
41.06,28.09,202307,26.15,0.65,23.83,0.27,0.01521,0.00361,0.00097
41.06,28.09,202308,21.47,0.59,31.41,0.21,0.01249,0.00476,0.00075
41.06,28.09,202309,16.72,0.56,46.02,0.96,0.00973,0.00697,0.00344
41.06,28.09,202310,11.52,0.52,49.57,0.71,0.0067,0.0075,0.00254
41.06,28.09,202311,6.49,0.41,68.19,6.61,0.00378,0.01032,0.02367
41.06,28.09,202312,4.82,0.38,64.93,2.62,0.0028,0.00983,0.00938
41.06,28.12,202301,5.51,0.38,69.94,0.87,0.00321,0.01059,0.00312
41.06,28.12,202302,8.89,0.45,66.0,1.39,0.00517,0.00999,0.00498
41.06,28.12,202303,11.1,0.41,71.25,2.38,0.00646,0.01079,0.00852
41.06,28.12,202304,15.63,0.45,72.39,3.11,0.00909,0.01096,0.01114
41.06,28.12,202305,18.84,0.48,71.78,1.18,0.01096,0.01087,0.00423
41.06,28.12,202306,24.01,0.58,45.28,0.92,0.01397,0.00686,0.00329
41.06,28.12,202307,26.15,0.65,23.83,0.27,0.01521,0.00361,0.00097
41.06,28.12,202308,21.47,0.59,31.41,0.21,0.01249,0.00476,0.00075
41.06,28.12,202309,16.72,0.56,46.02,0.96,0.00973,0.00697,0.00344
41.06,28.12,202310,11.52,0.52,49.57,0.71,0.0067,0.0075,0.00254
41.06,28.12,202311,6.49,0.41,68.19,6.61,0.00378,0.01032,0.02367
41.06,28.12,202312,4.82,0.38,64.93,2.62,0.0028,0.00983,0.00938
41.06,28.3,202301,5.51,0.38,69.94,0.87,0.00321,0.01059,0.00312
41.06,28.3,202302,8.89,0.45,66.0,1.39,0.00517,0.00999,0.00498
41.06,28.3,202303,11.1,0.41,71.25,2.38,0.00646,0.01079,0.00852
41.06,28.3,202304,15.63,0.45,72.39,3.11,0.00909,0.01096,0.01114
41.06,28.3,202305,18.84,0.48,71.78,1.18,0.01096,0.01087,0.00423
41.06,28.3,202306,24.01,0.58,45.28,0.92,0.01397,0.00686,0.00329
41.06,28.3,202307,26.15,0.65,23.83,0.27,0.01521,0.00361,0.00097
41.06,28.3,202308,21.47,0.59,31.41,0.21,0.01249,0.00476,0.00075
41.06,28.3,202309,16.72,0.56,46.02,0.96,0.00973,0.00697,0.00344
41.06,28.3,202310,11.52,0.52,49.57,0.71,0.0067,0.0075,0.00254
41.06,28.3,202311,6.49,0.41,68.19,6.61,0.00378,0.01032,0.02367
41.06,28.3,202312,4.82,0.38,64.93,2.62,0.0028,0.00983,0.00938
41.06,28.33,202301,5.51,0.38,69.94,0.87,0.00321,0.01059,0.00312
41.06,28.33,202302,8.89,0.45,66.0,1.39,0.00517,0.00999,0.00498
41.06,28.33,202303,11.1,0.41,71.25,2.38,0.00646,0.01079,0.00852
41.06,28.33,202304,15.63,0.45,72.39,3.11,0.00909,0.01096,0.01114
41.06,28.33,202305,18.84,0.48,71.78,1.18,0.01096,0.01087,0.00423
41.06,28.33,202306,24.01,0.58,45.28,0.92,0.01397,0.00686,0.00329
41.06,28.33,202307,26.15,0.65,23.83,0.27,0.01521,0.00361,0.00097
41.06,28.33,202308,21.47,0.59,31.41,0.21,0.01249,0.00476,0.00075
41.06,28.33,202309,16.72,0.56,46.02,0.96,0.00973,0.00697,0.00344
41.06,28.33,202310,11.52,0.52,49.57,0.71,0.0067,0.0075,0.00254
41.06,28.33,202311,6.49,0.41,68.19,6.61,0.00378,0.01032,0.02367
41.06,28.33,202312,4.82,0.38,64.93,2.62,0.0028,0.00983,0.00938
41.06,28.36,202301,5.51,0.38,69.94,0.87,0.00321,0.01059,0.00312
41.06,28.36,202302,8.89,0.45,66.0,1.39,0.00517,0.00999,0.00498
41.06,28.36,202303,11.1,0.41,71.25,2.38,0.00646,0.01079,0.00852
41.06,28.36,202304,15.63,0.45,72.39,3.11,0.00909,0.01096,0.01114
41.06,28.36,202305,18.84,0.48,71.78,1.18,0.01096,0.01087,0.00423
41.06,28.36,202306,24.01,0.58,45.28,0.92,0.01397,0.00686,0.00329
41.06,28.36,202307,26.15,0.65,23.83,0.27,0.01521,0.00361,0.00097
41.06,28.36,202308,21.47,0.59,31.41,0.21,0.01249,0.00476,0.00075
41.06,28.36,202309,16.72,0.56,46.02,0.96,0.00973,0.00697,0.00344
41.06,28.36,202310,11.52,0.52,49.57,0.71,0.0067,0.0075,0.00254
41.06,28.36,202311,6.49,0.41,68.19,6.61,0.00378,0.01032,0.02367
41.06,28.36,202312,4.82,0.38,64.93,2.62,0.0028,0.00983,0.00938
41.06,28.39,202301,5.51,0.38,69.94,0.87,0.00321,0.01059,0.00312
41.06,28.39,202302,8.89,0.45,66.0,1.39,0.00517,0.00999,0.00498
41.06,28.39,202303,11.1,0.41,71.25,2.38,0.00646,0.01079,0.00852
41.06,28.39,202304,15.63,0.45,72.39,3.11,0.00909,0.01096,0.01114
41.06,28.39,202305,18.84,0.48,71.78,1.18,0.01096,0.01087,0.00423
41.06,28.39,202306,24.01,0.58,45.28,0.92,0.01397,0.00686,0.00329
41.06,28.39,202307,26.15,0.65,23.83,0.27,0.01521,0.00361,0.00097
41.06,28.39,202308,21.47,0.59,31.41,0.21,0.01249,0.00476,0.00075
41.06,28.39,202309,16.72,0.56,46.02,0.96,0.00973,0.00697,0.00344
41.06,28.39,202310,11.52,0.52,49.57,0.71,0.0067,0.0075,0.00254
41.06,28.39,202311,6.49,0.41,68.19,6.61,0.00378,0.01032,0.02367
41.06,28.39,202312,4.82,0.38,64.93,2.62,0.0028,0.00983,0.00938
41.06,28.42,202301,5.51,0.38,69.94,0.87,0.00321,0.01059,0.00312
41.06,28.42,202302,8.89,0.45,66.0,1.39,0.00517,0.00999,0.00498
41.06,28.42,202303,11.1,0.41,71.25,2.38,0.00646,0.01079,0.00852
41.06,28.42,202304,15.63,0.45,72.39,3.11,0.00909,0.01096,0.01114
41.06,28.42,202305,18.84,0.48,71.78,1.18,0.01096,0.01087,0.00423
41.06,28.42,202306,24.01,0.58,45.28,0.92,0.01397,0.00686,0.00329
41.06,28.42,202307,26.15,0.65,23.83,0.27,0.01521,0.00361,0.00097
41.06,28.42,202308,21.47,0.59,31.41,0.21,0.01249,0.00476,0.00075
41.06,28.42,202309,16.72,0.56,46.02,0.96,0.00973,0.00697,0.00344
41.06,28.42,202310,11.52,0.52,49.57,0.71,0.0067,0.0075,0.00254
41.06,28.42,202311,6.49,0.41,68.19,6.61,0.00378,0.01032,0.02367
41.06,28.42,202312,4.82,0.38,64.93,2.62,0.0028,0.00983,0.00938
41.06,28.45,202301,5.51,0.38,69.94,0.72,0.00321,0.01059,0.00258
41.06,28.45,202302,8.89,0.45,66.0,1.83,0.00517,0.00999,0.00655
41.06,28.45,202303,11.1,0.41,71.25,2.49,0.00646,0.01079,0.00892
41.06,28.45,202304,15.63,0.45,72.39,3.07,0.00909,0.01096,0.01099
41.06,28.45,202305,18.84,0.48,71.78,1.24,0.01096,0.01087,0.00444
41.06,28.45,202306,24.01,0.58,45.28,0.86,0.01397,0.00686,0.00308
41.06,28.45,202307,26.15,0.65,23.83,0.33,0.01521,0.00361,0.00118
41.06,28.45,202308,21.47,0.59,31.41,0.3,0.01249,0.00476,0.00107
41.06,28.45,202309,16.72,0.56,46.02,0.71,0.00973,0.00697,0.00254
41.06,28.45,202310,11.52,0.52,49.57,1.15,0.0067,0.0075,0.00412
41.06,28.45,202311,6.49,0.41,68.19,6.37,0.00378,0.01032,0.02281
41.06,28.45,202312,4.82,0.38,64.93,2.3,0.0028,0.00983,0.00824
41.06,28.48,202301,5.51,0.38,69.94,0.72,0.00321,0.01059,0.00258
41.06,28.48,202302,8.89,0.45,66.0,1.83,0.00517,0.00999,0.00655
41.06,28.48,202303,11.1,0.41,71.25,2.49,0.00646,0.01079,0.00892
41.06,28.48,202304,15.63,0.45,72.39,3.07,0.00909,0.01096,0.01099
41.06,28.48,202305,18.84,0.48,71.78,1.24,0.01096,0.01087,0.00444
41.06,28.48,202306,24.01,0.58,45.28,0.86,0.01397,0.00686,0.00308
41.06,28.48,202307,26.15,0.65,23.83,0.33,0.01521,0.00361,0.00118
41.06,28.48,202308,21.47,0.59,31.41,0.3,0.01249,0.00476,0.00107
41.06,28.48,202309,16.72,0.56,46.02,0.71,0.00973,0.00697,0.00254
41.06,28.48,202310,11.52,0.52,49.57,1.15,0.0067,0.0075,0.00412
41.06,28.48,202311,6.49,0.41,68.19,6.37,0.00378,0.01032,0.02281
41.06,28.48,202312,4.82,0.38,64.93,2.3,0.0028,0.00983,0.00824
41.06,28.51,202301,5.51,0.38,69.94,0.72,0.00321,0.01059,0.00258
41.06,28.51,202302,8.89,0.45,66.0,1.83,0.00517,0.00999,0.00655
41.06,28.51,202303,11.1,0.41,71.25,2.49,0.00646,0.01079,0.00892
41.06,28.51,202304,15.63,0.45,72.39,3.07,0.00909,0.01096,0.01099
41.06,28.51,202305,18.84,0.48,71.78,1.24,0.01096,0.01087,0.00444
41.06,28.51,202306,24.01,0.58,45.28,0.86,0.01397,0.00686,0.00308
41.06,28.51,202307,26.15,0.65,23.83,0.33,0.01521,0.00361,0.00118
41.06,28.51,202308,21.47,0.59,31.41,0.3,0.01249,0.00476,0.00107
41.06,28.51,202309,16.72,0.56,46.02,0.71,0.00973,0.00697,0.00254
41.06,28.51,202310,11.52,0.52,49.57,1.15,0.0067,0.0075,0.00412
41.06,28.51,202311,6.49,0.41,68.19,6.37,0.00378,0.01032,0.02281
41.06,28.51,202312,4.82,0.38,64.93,2.3,0.0028,0.00983,0.00824
41.06,28.54,202301,5.51,0.38,69.94,0.72,0.00321,0.01059,0.00258
41.06,28.54,202302,8.89,0.45,66.0,1.83,0.00517,0.00999,0.00655
41.06,28.54,202303,11.1,0.41,71.25,2.49,0.00646,0.01079,0.00892
41.06,28.54,202304,15.63,0.45,72.39,3.07,0.00909,0.01096,0.01099
41.06,28.54,202305,18.84,0.48,71.78,1.24,0.01096,0.01087,0.00444
41.06,28.54,202306,24.01,0.58,45.28,0.86,0.01397,0.00686,0.00308
41.06,28.54,202307,26.15,0.65,23.83,0.33,0.01521,0.00361,0.00118
41.06,28.54,202308,21.47,0.59,31.41,0.3,0.01249,0.00476,0.00107
41.06,28.54,202309,16.72,0.56,46.02,0.71,0.00973,0.00697,0.00254
41.06,28.54,202310,11.52,0.52,49.57,1.15,0.0067,0.0075,0.00412
41.06,28.54,202311,6.49,0.41,68.19,6.37,0.00378,0.01032,0.02281
41.06,28.54,202312,4.82,0.38,64.93,2.3,0.0028,0.00983,0.00824
41.06,28.57,202301,5.51,0.38,69.94,0.72,0.00321,0.01059,0.00258
41.06,28.57,202302,8.89,0.45,66.0,1.83,0.00517,0.00999,0.00655
41.06,28.57,202303,11.1,0.41,71.25,2.49,0.00646,0.01079,0.00892
41.06,28.57,202304,15.63,0.45,72.39,3.07,0.00909,0.01096,0.01099
41.06,28.57,202305,18.84,0.48,71.78,1.24,0.01096,0.01087,0.00444
41.06,28.57,202306,24.01,0.58,45.28,0.86,0.01397,0.00686,0.00308
41.06,28.57,202307,26.15,0.65,23.83,0.33,0.01521,0.00361,0.00118
41.06,28.57,202308,21.47,0.59,31.41,0.3,0.01249,0.00476,0.00107
41.06,28.57,202309,16.72,0.56,46.02,0.71,0.00973,0.00697,0.00254
41.06,28.57,202310,11.52,0.52,49.57,1.15,0.0067,0.0075,0.00412
41.06,28.57,202311,6.49,0.41,68.19,6.37,0.00378,0.01032,0.02281
41.06,28.57,202312,4.82,0.38,64.93,2.3,0.0028,0.00983,0.00824
41.06,28.6,202301,5.51,0.38,69.94,0.72,0.00321,0.01059,0.00258
41.06,28.6,202302,8.89,0.45,66.0,1.83,0.00517,0.00999,0.00655
41.06,28.6,202303,11.1,0.41,71.25,2.49,0.00646,0.01079,0.00892
41.06,28.6,202304,15.63,0.45,72.39,3.07,0.00909,0.01096,0.01099
41.06,28.6,202305,18.84,0.48,71.78,1.24,0.01096,0.01087,0.00444
41.06,28.6,202306,24.01,0.58,45.28,0.86,0.01397,0.00686,0.00308
41.06,28.6,202307,26.15,0.65,23.83,0.33,0.01521,0.00361,0.00118
41.06,28.6,202308,21.47,0.59,31.41,0.3,0.01249,0.00476,0.00107
41.06,28.6,202309,16.72,0.56,46.02,0.71,0.00973,0.00697,0.00254
41.06,28.6,202310,11.52,0.52,49.57,1.15,0.0067,0.0075,0.00412
41.06,28.6,202311,6.49,0.41,68.19,6.37,0.00378,0.01032,0.02281
41.06,28.6,202312,4.82,0.38,64.93,2.3,0.0028,0.00983,0.00824
41.06,28.63,202301,5.51,0.38,69.94,0.72,0.00321,0.01059,0.00258
41.06,28.63,202302,8.89,0.45,66.0,1.83,0.00517,0.00999,0.00655
41.06,28.63,202303,11.1,0.41,71.25,2.49,0.00646,0.01079,0.00892
41.06,28.63,202304,15.63,0.45,72.39,3.07,0.00909,0.01096,0.01099
41.06,28.63,202305,18.84,0.48,71.78,1.24,0.01096,0.01087,0.00444
41.06,28.63,202306,24.01,0.58,45.28,0.86,0.01397,0.00686,0.00308
41.06,28.63,202307,26.15,0.65,23.83,0.33,0.01521,0.00361,0.00118
41.06,28.63,202308,21.47,0.59,31.41,0.3,0.01249,0.00476,0.00107
41.06,28.63,202309,16.72,0.56,46.02,0.71,0.00973,0.00697,0.00254
41.06,28.63,202310,11.52,0.52,49.57,1.15,0.0067,0.0075,0.00412
41.06,28.63,202311,6.49,0.41,68.19,6.37,0.00378,0.01032,0.02281
41.06,28.63,202312,4.82,0.38,64.93,2.3,0.0028,0.00983,0.00824
41.06,28.66,202301,5.51,0.38,69.94,0.72,0.00321,0.01059,0.00258
41.06,28.66,202302,8.89,0.45,66.0,1.83,0.00517,0.00999,0.00655
41.06,28.66,202303,11.1,0.41,71.25,2.49,0.00646,0.01079,0.00892
41.06,28.66,202304,15.63,0.45,72.39,3.07,0.00909,0.01096,0.01099
41.06,28.66,202305,18.84,0.48,71.78,1.24,0.01096,0.01087,0.00444
41.06,28.66,202306,24.01,0.58,45.28,0.86,0.01397,0.00686,0.00308
41.06,28.66,202307,26.15,0.65,23.83,0.33,0.01521,0.00361,0.00118
41.06,28.66,202308,21.47,0.59,31.41,0.3,0.01249,0.00476,0.00107
41.06,28.66,202309,16.72,0.56,46.02,0.71,0.00973,0.00697,0.00254
41.06,28.66,202310,11.52,0.52,49.57,1.15,0.0067,0.0075,0.00412
41.06,28.66,202311,6.49,0.41,68.19,6.37,0.00378,0.01032,0.02281
41.06,28.66,202312,4.82,0.38,64.93,2.3,0.0028,0.00983,0.00824
41.06,28.69,202301,5.51,0.38,69.94,0.72,0.00321,0.01059,0.00258
41.06,28.69,202302,8.89,0.45,66.0,1.83,0.00517,0.00999,0.00655
41.06,28.69,202303,11.1,0.41,71.25,2.49,0.00646,0.01079,0.00892
41.06,28.69,202304,15.63,0.45,72.39,3.07,0.00909,0.01096,0.01099
41.06,28.69,202305,18.84,0.48,71.78,1.24,0.01096,0.01087,0.00444
41.06,28.69,202306,24.01,0.58,45.28,0.86,0.01397,0.00686,0.00308
41.06,28.69,202307,26.15,0.65,23.83,0.33,0.01521,0.00361,0.00118
41.06,28.69,202308,21.47,0.59,31.41,0.3,0.01249,0.00476,0.00107
41.06,28.69,202309,16.72,0.56,46.02,0.71,0.00973,0.00697,0.00254
41.06,28.69,202310,11.52,0.52,49.57,1.15,0.0067,0.0075,0.00412
41.06,28.69,202311,6.49,0.41,68.19,6.37,0.00378,0.01032,0.02281
41.06,28.69,202312,4.82,0.38,64.93,2.3,0.0028,0.00983,0.00824
41.06,28.72,202301,5.51,0.38,69.94,0.72,0.00321,0.01059,0.00258
41.06,28.72,202302,8.89,0.45,66.0,1.83,0.00517,0.00999,0.00655
41.06,28.72,202303,11.1,0.41,71.25,2.49,0.00646,0.01079,0.00892
41.06,28.72,202304,15.63,0.45,72.39,3.07,0.00909,0.01096,0.01099
41.06,28.72,202305,18.84,0.48,71.78,1.24,0.01096,0.01087,0.00444
41.06,28.72,202306,24.01,0.58,45.28,0.86,0.01397,0.00686,0.00308
41.06,28.72,202307,26.15,0.65,23.83,0.33,0.01521,0.00361,0.00118
41.06,28.72,202308,21.47,0.59,31.41,0.3,0.01249,0.00476,0.00107
41.06,28.72,202309,16.72,0.56,46.02,0.71,0.00973,0.00697,0.00254
41.06,28.72,202310,11.52,0.52,49.57,1.15,0.0067,0.0075,0.00412
41.06,28.72,202311,6.49,0.41,68.19,6.37,0.00378,0.01032,0.02281
41.06,28.72,202312,4.82,0.38,64.93,2.3,0.0028,0.00983,0.00824
41.06,28.75,202301,5.51,0.38,69.94,0.72,0.00321,0.01059,0.00258
41.06,28.75,202302,8.89,0.45,66.0,1.83,0.00517,0.00999,0.00655
41.06,28.75,202303,11.1,0.41,71.25,2.49,0.00646,0.01079,0.00892
41.06,28.75,202304,15.63,0.45,72.39,3.07,0.00909,0.01096,0.01099
41.06,28.75,202305,18.84,0.48,71.78,1.24,0.01096,0.01087,0.00444
41.06,28.75,202306,24.01,0.58,45.28,0.86,0.01397,0.00686,0.00308
41.06,28.75,202307,26.15,0.65,23.83,0.33,0.01521,0.00361,0.00118
41.06,28.75,202308,21.47,0.59,31.41,0.3,0.01249,0.00476,0.00107
41.06,28.75,202309,16.72,0.56,46.02,0.71,0.00973,0.00697,0.00254
41.06,28.75,202310,11.52,0.52,49.57,1.15,0.0067,0.0075,0.00412
41.06,28.75,202311,6.49,0.41,68.19,6.37,0.00378,0.01032,0.02281
41.06,28.75,202312,4.82,0.38,64.93,2.3,0.0028,0.00983,0.00824
41.06,28.78,202301,5.51,0.38,69.94,0.72,0.00321,0.01059,0.00258
41.06,28.78,202302,8.89,0.45,66.0,1.83,0.00517,0.00999,0.00655
41.06,28.78,202303,11.1,0.41,71.25,2.49,0.00646,0.01079,0.00892
41.06,28.78,202304,15.63,0.45,72.39,3.07,0.00909,0.01096,0.01099
41.06,28.78,202305,18.84,0.48,71.78,1.24,0.01096,0.01087,0.00444
41.06,28.78,202306,24.01,0.58,45.28,0.86,0.01397,0.00686,0.00308
41.06,28.78,202307,26.15,0.65,23.83,0.33,0.01521,0.00361,0.00118
41.06,28.78,202308,21.47,0.59,31.41,0.3,0.01249,0.00476,0.00107
41.06,28.78,202309,16.72,0.56,46.02,0.71,0.00973,0.00697,0.00254
41.06,28.78,202310,11.52,0.52,49.57,1.15,0.0067,0.0075,0.00412
41.06,28.78,202311,6.49,0.41,68.19,6.37,0.00378,0.01032,0.02281
41.06,28.78,202312,4.82,0.38,64.93,2.3,0.0028,0.00983,0.00824
41.06,28.81,202301,5.51,0.38,69.94,0.72,0.00321,0.01059,0.00258
41.06,28.81,202302,8.89,0.45,66.0,1.83,0.00517,0.00999,0.00655
41.06,28.81,202303,11.1,0.41,71.25,2.49,0.00646,0.01079,0.00892
41.06,28.81,202304,15.63,0.45,72.39,3.07,0.00909,0.01096,0.01099
41.06,28.81,202305,18.84,0.48,71.78,1.24,0.01096,0.01087,0.00444
41.06,28.81,202306,24.01,0.58,45.28,0.86,0.01397,0.00686,0.00308
41.06,28.81,202307,26.15,0.65,23.83,0.33,0.01521,0.00361,0.00118
41.06,28.81,202308,21.47,0.59,31.41,0.3,0.01249,0.00476,0.00107
41.06,28.81,202309,16.72,0.56,46.02,0.71,0.00973,0.00697,0.00254
41.06,28.81,202310,11.52,0.52,49.57,1.15,0.0067,0.0075,0.00412
41.06,28.81,202311,6.49,0.41,68.19,6.37,0.00378,0.01032,0.02281
41.06,28.81,202312,4.82,0.38,64.93,2.3,0.0028,0.00983,0.00824
41.06,28.84,202301,5.51,0.38,69.94,0.72,0.00321,0.01059,0.00258
41.06,28.84,202302,8.89,0.45,66.0,1.83,0.00517,0.00999,0.00655
41.06,28.84,202303,11.1,0.41,71.25,2.49,0.00646,0.01079,0.00892
41.06,28.84,202304,15.63,0.45,72.39,3.07,0.00909,0.01096,0.01099
41.06,28.84,202305,18.84,0.48,71.78,1.24,0.01096,0.01087,0.00444
41.06,28.84,202306,24.01,0.58,45.28,0.86,0.01397,0.00686,0.00308
41.06,28.84,202307,26.15,0.65,23.83,0.33,0.01521,0.00361,0.00118
41.06,28.84,202308,21.47,0.59,31.41,0.3,0.01249,0.00476,0.00107
41.06,28.84,202309,16.72,0.56,46.02,0.71,0.00973,0.00697,0.00254
41.06,28.84,202310,11.52,0.52,49.57,1.15,0.0067,0.0075,0.00412
41.06,28.84,202311,6.49,0.41,68.19,6.37,0.00378,0.01032,0.02281
41.06,28.84,202312,4.82,0.38,64.93,2.3,0.0028,0.00983,0.00824
41.06,28.87,202301,5.51,0.38,69.94,0.72,0.00321,0.01059,0.00258
41.06,28.87,202302,8.89,0.45,66.0,1.83,0.00517,0.00999,0.00655
41.06,28.87,202303,11.1,0.41,71.25,2.49,0.00646,0.01079,0.00892
41.06,28.87,202304,15.63,0.45,72.39,3.07,0.00909,0.01096,0.01099
41.06,28.87,202305,18.84,0.48,71.78,1.24,0.01096,0.01087,0.00444
41.06,28.87,202306,24.01,0.58,45.28,0.86,0.01397,0.00686,0.00308
41.06,28.87,202307,26.15,0.65,23.83,0.33,0.01521,0.00361,0.00118
41.06,28.87,202308,21.47,0.59,31.41,0.3,0.01249,0.00476,0.00107
41.06,28.87,202309,16.72,0.56,46.02,0.71,0.00973,0.00697,0.00254
41.06,28.87,202310,11.52,0.52,49.57,1.15,0.0067,0.0075,0.00412
41.06,28.87,202311,6.49,0.41,68.19,6.37,0.00378,0.01032,0.02281
41.06,28.87,202312,4.82,0.38,64.93,2.3,0.0028,0.00983,0.00824
41.06,28.9,202301,5.51,0.38,69.94,0.72,0.00321,0.01059,0.00258
41.06,28.9,202302,8.89,0.45,66.0,1.83,0.00517,0.00999,0.00655
41.06,28.9,202303,11.1,0.41,71.25,2.49,0.00646,0.01079,0.00892
41.06,28.9,202304,15.63,0.45,72.39,3.07,0.00909,0.01096,0.01099
41.06,28.9,202305,18.84,0.48,71.78,1.24,0.01096,0.01087,0.00444
41.06,28.9,202306,24.01,0.58,45.28,0.86,0.01397,0.00686,0.00308
41.06,28.9,202307,26.15,0.65,23.83,0.33,0.01521,0.00361,0.00118
41.06,28.9,202308,21.47,0.59,31.41,0.3,0.01249,0.00476,0.00107
41.06,28.9,202309,16.72,0.56,46.02,0.71,0.00973,0.00697,0.00254
41.06,28.9,202310,11.52,0.52,49.57,1.15,0.0067,0.0075,0.00412
41.06,28.9,202311,6.49,0.41,68.19,6.37,0.00378,0.01032,0.02281
41.06,28.9,202312,4.82,0.38,64.93,2.3,0.0028,0.00983,0.00824
41.06,28.93,202301,5.51,0.38,69.94,0.72,0.00321,0.01059,0.00258
41.06,28.93,202302,8.89,0.45,66.0,1.83,0.00517,0.00999,0.00655
41.06,28.93,202303,11.1,0.41,71.25,2.49,0.00646,0.01079,0.00892
41.06,28.93,202304,15.63,0.45,72.39,3.07,0.00909,0.01096,0.01099
41.06,28.93,202305,18.84,0.48,71.78,1.24,0.01096,0.01087,0.00444
41.06,28.93,202306,24.01,0.58,45.28,0.86,0.01397,0.00686,0.00308
41.06,28.93,202307,26.15,0.65,23.83,0.33,0.01521,0.00361,0.00118
41.06,28.93,202308,21.47,0.59,31.41,0.3,0.01249,0.00476,0.00107
41.06,28.93,202309,16.72,0.56,46.02,0.71,0.00973,0.00697,0.00254
41.06,28.93,202310,11.52,0.52,49.57,1.15,0.0067,0.0075,0.00412
41.06,28.93,202311,6.49,0.41,68.19,6.37,0.00378,0.01032,0.02281
41.06,28.93,202312,4.82,0.38,64.93,2.3,0.0028,0.00983,0.00824
41.06,28.96,202301,5.51,0.38,69.94,0.72,0.00321,0.01059,0.00258
41.06,28.96,202302,8.89,0.45,66.0,1.83,0.00517,0.00999,0.00655
41.06,28.96,202303,11.1,0.41,71.25,2.49,0.00646,0.01079,0.00892
41.06,28.96,202304,15.63,0.45,72.39,3.07,0.00909,0.01096,0.01099
41.06,28.96,202305,18.84,0.48,71.78,1.24,0.01096,0.01087,0.00444
41.06,28.96,202306,24.01,0.58,45.28,0.86,0.01397,0.00686,0.00308
41.06,28.96,202307,26.15,0.65,23.83,0.33,0.01521,0.00361,0.00118
41.06,28.96,202308,21.47,0.59,31.41,0.3,0.01249,0.00476,0.00107
41.06,28.96,202309,16.72,0.56,46.02,0.71,0.00973,0.00697,0.00254
41.06,28.96,202310,11.52,0.52,49.57,1.15,0.0067,0.0075,0.00412
