lat,lon,score_202001,score_202002,score_202003,score_202004,score_202005,score_202006,score_202007,score_202008,score_202009,score_202010,score_202011,score_202012,score_202101,score_202102,score_202103,score_202104,score_202105,score_202106,score_202107,score_202108,score_202109,score_202110,score_202111,score_202112,score_202201,score_202202,score_202203,score_202204,score_202205,score_202206,score_202207,score_202208,score_202209,score_202210,score_202211,score_202212,score_202301,score_202302,score_202303,score_202304,score_202305,score_202306,score_202307,score_202308,score_202309,score_202310,score_202311,score_202312,avg_score
39.0,34.33,0.27462,-0.01955,0.50044,0.71717,0.61332,0.40441,0.9532,0.9569,0.70019,0.73832,0.8084,0.7022,0.36431,0.63273,0.12078,0.26083,0.52421,0.29288,0.87678,0.71422,0.62815,0.81628,0.63516,0.55362,0.28151,0.2192,0.27655,0.61046,0.31054,0.52363,0.8367,0.80021,0.74148,0.63943,0.68599,0.3111,0.73876,0.22951,0.39791,0.52569,0.53359,0.34463,0.89562,1.04704,0.84684,0.58509,0.57354,0.63745,0.57004
39.0,33.67,0.31038,-0.04229,0.56044,0.74576,0.62037,0.40389,0.95409,0.94386,0.68334,0.71195,0.81793,0.69337,0.34666,0.63172,0.13695,0.28527,0.54606,0.27497,0.8825,0.7376,0.63132,0.82114,0.65526,0.53051,0.27836,0.21228,0.30415,0.63641,0.34464,0.51768,0.83788,0.76531,0.74409,0.62961,0.71756,0.30966,0.71253,0.20158,0.40792,0.55599,0.51258,0.35516,0.89499,1.0421,0.82989,0.60363,0.55682,0.63888,0.57277
39.33,34.33,0.2525,0.00406,0.50636,0.69945,0.56338,0.35396,0.91909,0.93357,0.65976,0.70574,0.78259,0.66514,0.34057,0.58602,0.09877,0.21472,0.46853,0.25001,0.83205,0.68682,0.58739,0.77781,0.57467,0.53113,0.26085,0.2047,0.23456,0.56272,0.30789,0.48025,0.80949,0.76356,0.69032,0.59012,0.64879,0.27315,0.7033,0.24311,0.36534,0.47183,0.48754,0.32264,0.86983,1.02071,0.8043,0.5346,0.51352,0.57015,0.53599
39.33,33.67,0.30217,-0.01488,0.57975,0.73795,0.5681,0.35159,0.92472,0.92096,0.64869,0.66963,0.80248,0.65375,0.31903,0.58386,0.11957,0.2387,0.49763,0.22101,0.84179,0.72067,0.59245,0.78736,0.60561,0.49837,0.26006,0.20033,0.27105,0.59207,0.3507,0.47134,0.8143,0.71933,0.69261,0.58554,0.69408,0.27301,0.6772,0.21705,0.3761,0.50747,0.46201,0.33534,0.86793,1.01774,0.78826,0.56201,0.48981,0.57189,0.541
38.67,34.33,0.26298,0.05881,0.47455,0.70993,0.63074,0.44142,0.96656,0.97199,0.74354,0.7698,0.81558,0.73518,0.38088,0.65235,0.15562,0.25857,0.54875,0.332,0.89332,0.72405,0.64333,0.84648,0.65694,0.58433,0.29456,0.25771,0.24878,0.60297,0.32454,0.54454,0.85932,0.82958,0.76452,0.67311,0.70535,0.36263,0.78164,0.31306,0.42124,0.54498,0.55448,0.34767,0.9017,1.04554,0.86759,0.62844,0.60717,0.67132,0.59188
38.67,33.67,0.30874,0.02005,0.55763,0.75327,0.65001,0.44558,0.96655,0.95199,0.71853,0.73456,0.82499,0.72763,0.36269,0.65119,0.18121,0.29381,0.57724,0.31476,0.89805,0.7527,0.64762,0.85075,0.68641,0.56491,0.29187,0.2437,0.28219,0.63937,0.38024,0.54339,0.85769,0.78465,0.76613,0.65802,0.74714,0.36777,0.74548,0.27688,0.44028,0.59021,0.53383,0.37014,0.89808,1.03543,0.84291,0.65063,0.58933,0.67834,0.59697
39.33,35.0,0.18331,0.14413,0.33982,0.61105,0.53207,0.35214,0.88533,0.94394,0.6756,0.77657,0.72853,0.66997,0.38442,0.62424,0.05907,0.14348,0.41239,0.30724,0.78258,0.61473,0.57436,0.74435,0.52408,0.58367,0.23868,0.23694,0.14939,0.46026,0.20526,0.49257,0.78896,0.82971,0.6611,0.60496,0.5519,0.27719,0.75882,0.39489,0.30646,0.34611,0.52834,0.27926,0.84374,1.0066,0.81436,0.48028,0.52405,0.54118,0.51913
38.67,35.0,0.21663,0.23661,0.32112,0.6227,0.57939,0.42693,0.94121,0.9886,0.76728,0.83616,0.77707,0.72174,0.41997,0.6888,0.11256,0.18139,0.49083,0.37366,0.85181,0.6646,0.63484,0.8141,0.60427,0.62181,0.28969,0.29788,0.184,0.50152,0.21787,0.54908,0.85332,0.89395,0.7341,0.69372,0.60885,0.34244,0.82076,0.49508,0.3451,0.41025,0.59126,0.30873,0.88802,1.04434,0.89075,0.56918,0.59739,0.61563,0.57577
39.0,35.33,0.20405,0.23386,0.31136,0.61028,0.55708,0.39292,0.92055,0.97374,0.73597,0.82066,0.75756,0.69211,0.4122,0.67599,0.07331,0.15547,0.45063,0.35235,0.81624,0.64003,0.60978,0.77503,0.57203,0.60929,0.26466,0.28502,0.16838,0.46564,0.18895,0.53482,0.82598,0.8835,0.69616,0.66938,0.57538,0.30784,0.7985,0.48981,0.31237,0.35743,0.57791,0.29302,0.86786,1.03857,0.86998,0.51933,0.55957,0.57619,0.55164
39.0,34.67,0.20959,0.14622,0.36489,0.63873,0.57876,0.39839,0.9343,0.98149,0.73282,0.80061,0.77076,0.70345,0.39644,0.65166,0.0845,0.1726,0.46708,0.33225,0.83466,0.65936,0.61415,0.79205,0.58035,0.60593,0.24708,0.25888,0.17831,0.5053,0.2301,0.5376,0.83269,0.87584,0.714,0.66454,0.61333,0.3091,0.7959,0.41317,0.34324,0.40495,0.57948,0.30205,0.88156,1.0452,0.86972,0.53865,0.56567,0.60049,0.55746
39.33,35.33,0.17882,0.18705,0.3009,0.58804,0.50573,0.33501,0.85682,0.91884,0.65202,0.78088,0.70744,0.65237,0.39206,0.63825,0.05173,0.13821,0.39415,0.31575,0.75476,0.59037,0.56016,0.72163,0.51445,0.57328,0.25936,0.24635,0.14442,0.42999,0.16928,0.47296,0.76544,0.80541,0.63302,0.58713,0.51314,0.27579,0.74654,0.42265,0.28009,0.31132,0.5017,0.2668,0.81671,0.98521,0.7914,0.45621,0.51126,0.51431,0.50448
39.33,34.67,0.1956,0.1015,0.37784,0.62955,0.53424,0.34615,0.88735,0.93681,0.66205,0.75746,0.73638,0.66512,0.37233,0.60971,0.0669,0.16128,0.42027,0.29083,0.79137,0.62578,0.57238,0.74869,0.52737,0.56754,0.24923,0.22678,0.16682,0.48447,0.22584,0.48244,0.78874,0.80716,0.66208,0.59192,0.56551,0.27082,0.73796,0.34519,0.31741,0.3759,0.50974,0.28709,0.84606,1.00546,0.80539,0.48587,0.51998,0.53982,0.51838
38.67,35.33,0.23125,0.30706,0.2846,0.60551,0.55898,0.42533,0.92874,0.97632,0.76581,0.85004,0.76944,0.70893,0.4349,0.71874,0.11609,0.18751,0.48966,0.39383,0.84252,0.6558,0.63605,0.80555,0.60776,0.61725,0.33024,0.32488,0.19372,0.48408,0.18872,0.5422,0.85237,0.88718,0.72352,0.69536,0.57782,0.3432,0.80964,0.54707,0.31917,0.38505,0.57751,0.30948,0.87796,1.03672,0.88839,0.56144,0.59567,0.59408,0.57423
38.67,34.67,0.22433,0.19039,0.34928,0.64041,0.58894,0.43244,0.94558,0.9836,0.76169,0.82361,0.78463,0.72828,0.4123,0.68115,0.1251,0.2027,0.50508,0.36678,0.86341,0.67627,0.63703,0.8247,0.61676,0.61344,0.29849,0.29185,0.197,0.527,0.23851,0.54551,0.85513,0.87796,0.74358,0.68842,0.62897,0.35036,0.8133,0.44215,0.36559,0.44619,0.57804,0.31604,0.89012,1.04313,0.88479,0.5875,0.6066,0.63169,0.5797
39.33,36.0,0.19989,0.39081,0.15516,0.51473,0.43866,0.31825,0.79145,0.85708,0.62402,0.82817,0.66353,0.59687,0.41707,0.72883,0.03827,0.13448,0.39268,0.38703,0.69401,0.53469,0.54835,0.67311,0.53279,0.55134,0.34226,0.32664,0.199,0.33976,0.05092,0.45478,0.72948,0.76086,0.56647,0.5867,0.39549,0.27222,0.7275,0.58885,0.18224,0.19342,0.45961,0.25161,0.74958,0.94403,0.77065,0.41083,0.47306,0.43792,0.48386
38.67,36.0,0.2769,0.517,0.1661,0.54578,0.49667,0.41708,0.88304,0.9337,0.74415,0.89227,0.73114,0.63736,0.46725,0.80825,0.1054,0.20077,0.49549,0.46999,0.80462,0.62644,0.64165,0.75657,0.60994,0.59218,0.43348,0.4109,0.26641,0.4043,0.08869,0.53106,0.84201,0.86418,0.66621,0.6986,0.44426,0.31501,0.75547,0.71099,0.20112,0.27149,0.54164,0.32683,0.84026,1.01239,0.88631,0.50236,0.54802,0.49343,0.5599
39.0,36.33,0.25603,0.51164,0.15028,0.52884,0.47001,0.37902,0.8648,0.9067,0.70825,0.87461,0.71398,0.60304,0.44537,0.79983,0.0692,0.16842,0.4635,0.45543,0.77239,0.60045,0.61346,0.71738,0.58587,0.56776,0.41895,0.40426,0.29374,0.35926,0.05565,0.50952,0.80993,0.84214,0.61913,0.66892,0.40978,0.28068,0.73518,0.70287,0.17724,0.21813,0.50573,0.30946,0.80526,0.99994,0.86251,0.4593,0.49887,0.45567,0.53392
39.0,35.67,0.22953,0.4755,0.18105,0.54496,0.48897,0.37295,0.87885,0.91874,0.71635,0.86177,0.72685,0.62936,0.44598,0.76919,0.05586,0.15947,0.44334,0.42409,0.77451,0.60403,0.60294,0.72556,0.58351,0.57787,0.38597,0.38246,0.22823,0.37868,0.0661,0.51121,0.80342,0.85014,0.63238,0.66959,0.45524,0.29724,0.75563,0.66178,0.21831,0.25125,0.52466,0.29234,0.81576,1.00934,0.86238,0.47078,0.53237,0.49721,0.53633
39.33,36.33,0.20884,0.3611,0.13845,0.50158,0.41674,0.31226,0.75269,0.83248,0.59336,0.82661,0.63593,0.57977,0.40128,0.72768,0.04805,0.13378,0.39989,0.39142,0.6715,0.51074,0.5405,0.66244,0.52222,0.54258,0.33292,0.31454,0.23168,0.32898,0.05839,0.44167,0.71416,0.72737,0.54668,0.56333,0.36306,0.25947,0.71618,0.57873,0.15115,0.16636,0.43549,0.25184,0.72743,0.91922,0.74183,0.39464,0.43589,0.40087,0.46904
39.33,35.67,0.1842,0.32193,0.18575,0.52844,0.44932,0.31645,0.7925,0.8667,0.61752,0.81156,0.66219,0.61062,0.4074,0.69541,0.04064,0.1304,0.38313,0.36348,0.69675,0.53564,0.54387,0.67796,0.51523,0.55798,0.30671,0.29226,0.17134,0.35865,0.0827,0.45191,0.72806,0.76265,0.57637,0.57423,0.4156,0.27106,0.73213,0.53342,0.20184,0.21526,0.46527,0.24955,0.75867,0.94255,0.76124,0.41254,0.47849,0.45065,0.481
38.67,36.33,0.30112,0.50281,0.15968,0.54304,0.49206,0.43576,0.87167,0.93349,0.73798,0.90066,0.71541,0.62325,0.46223,0.82026,0.13222,0.2193,0.52433,0.4966,0.8119,0.6314,0.65898,0.7614,0.6112,0.59199,0.44247,0.41181,0.31587,0.40919,0.11198,0.53784,0.85631,0.86114,0.66966,0.69666,0.41299,0.30587,0.73951,0.71902,0.17325,0.26251,0.53894,0.35267,0.84426,1.0053,0.88472,0.50038,0.52637,0.4635,0.5621
38.67,35.67,0.26362,0.46222,0.18886,0.55655,0.51118,0.42269,0.88749,0.944,0.74768,0.88395,0.73471,0.65976,0.46,0.78434,0.11298,0.19591,0.4939,0.45193,0.81182,0.6293,0.64109,0.77058,0.60801,0.60278,0.40246,0.38441,0.24108,0.42573,0.11694,0.53317,0.84268,0.86759,0.68257,0.69561,0.47497,0.32633,0.77338,0.67325,0.23011,0.29845,0.55336,0.32077,0.84872,1.01395,0.88202,0.51818,0.56312,0.51718,0.56274
39.33,37.0,0.28967,0.37074,0.10589,0.45222,0.38274,0.36036,0.71912,0.81098,0.5911,0.86096,0.59681,0.52724,0.37722,0.77258,0.11314,0.16468,0.50533,0.47656,0.68799,0.51231,0.5875,0.67647,0.537,0.51048,0.34085,0.33097,0.43038,0.30866,0.08368,0.46543,0.76043,0.70882,0.53779,0.57421,0.26924,0.22831,0.66213,0.64755,0.03433,0.07972,0.40957,0.32265,0.71837,0.90133,0.75482,0.38748,0.31352,0.28166,0.4696
38.67,37.0,0.35839,0.46833,0.14468,0.5104,0.46686,0.49328,0.84812,0.93198,0.7279,0.9265,0.66766,0.55393,0.42662,0.851,0.20541,0.26448,0.63006,0.59275,0.83552,0.64883,0.71846,0.76769,0.60769,0.55144,0.42177,0.40994,0.51339,0.39291,0.16197,0.57376,0.907,0.86473,0.66016,0.69888,0.30244,0.25833,0.65393,0.7612,0.06024,0.18433,0.51949,0.45307,0.85284,0.99535,0.90227,0.47788,0.40311,0.33662,0.56174
39.0,37.33,0.3636,0.44884,0.14026,0.47914,0.4302,0.45611,0.82938,0.90745,0.70063,0.91016,0.65063,0.53091,0.41037,0.85284,0.18308,0.22071,0.60418,0.57559,0.80815,0.61913,0.69285,0.7406,0.5798,0.5172,0.40736,0.38826,0.56479,0.34918,0.132,0.54524,0.88562,0.83851,0.62261,0.66552,0.27617,0.22599,0.65035,0.75155,0.02617,0.11157,0.46934,0.4288,0.81767,0.98038,0.87888,0.44356,0.32756,0.28921,0.536
39.0,36.67,0.34229,0.46179,0.13681,0.50365,0.44129,0.43167,0.8441,0.90962,0.70048,0.90495,0.6716,0.54289,0.41282,0.85159,0.15473,0.20242,0.56616,0.54799,0.8052,0.61735,0.67473,0.73167,0.58015,0.54711,0.43455,0.40131,0.53942,0.34844,0.11853,0.53511,0.87075,0.84775,0.62093,0.66586,0.30355,0.22192,0.67531,0.74776,0.0651,0.1411,0.47578,0.39966,0.8124,0.98829,0.87265,0.44616,0.3667,0.32673,0.53768
39.33,37.33,0.28263,0.35809,0.10141,0.41606,0.36044,0.35802,0.6734,0.77785,0.56514,0.85255,0.56667,0.52678,0.37664,0.7415,0.11479,0.16777,0.50806,0.46782,0.65331,0.47983,0.57046,0.66933,0.53304,0.48124,0.29192,0.30309,0.37418,0.30238,0.07354,0.45227,0.73471,0.65886,0.52012,0.55423,0.25522,0.24811,0.64767,0.62375,0.00941,0.05218,0.39564,0.31163,0.6946,0.87037,0.72808,0.37568,0.29286,0.25961,0.45069
39.33,36.67,0.25611,0.35867,0.10229,0.45563,0.37977,0.33562,0.70007,0.79575,0.5682,0.84658,0.59158,0.53829,0.37971,0.7484,0.08889,0.15329,0.46297,0.44288,0.65719,0.48969,0.55781,0.66007,0.52899,0.51424,0.32247,0.31659,0.34542,0.30657,0.06527,0.44531,0.72332,0.68405,0.52259,0.55507,0.28518,0.24122,0.67181,0.61507,0.05989,0.09343,0.40487,0.2879,0.70143,0.8871,0.72654,0.37922,0.34227,0.30684,0.45629
38.67,37.33,0.35034,0.44868,0.1457,0.49257,0.46377,0.51668,0.82467,0.92479,0.72169,0.9266,0.64525,0.55214,0.42346,0.82987,0.22461,0.28928,0.656,0.60614,0.82378,0.64401,0.72518,0.7742,0.61062,0.52423,0.3679,0.39012,0.46634,0.40243,0.17097,0.5834,0.90231,0.84399,0.6602,0.69622,0.28977,0.28164,0.62507,0.74517,0.04206,0.1777,0.52426,0.47215,0.85291,0.98351,0.90105,0.48064,0.39595,0.31973,0.55666
38.67,36.67,0.34415,0.48265,0.14062,0.51594,0.47187,0.47952,0.84002,0.92472,0.72262,0.92136,0.67427,0.57251,0.43933,0.84012,0.18731,0.25931,0.60392,0.5672,0.81951,0.63658,0.69908,0.76403,0.61139,0.56236,0.42614,0.41122,0.43886,0.3992,0.14434,0.56224,0.88513,0.84973,0.65869,0.69592,0.32693,0.27844,0.67149,0.74942,0.08585,0.20649,0.52542,0.42418,0.84417,0.98927,0.88876,0.48358,0.44116,0.36782,0.55906
39.33,38.0,0.34638,0.39285,0.11816,0.31282,0.31907,0.43451,0.64674,0.77149,0.59775,0.86449,0.51824,0.5348,0.41995,0.73357,0.18946,0.22758,0.61016,0.53718,0.64887,0.48023,0.61984,0.69976,0.54635,0.38739,0.22196,0.29683,0.31991,0.31148,0.06044,0.49222,0.77545,0.64798,0.54637,0.58129,0.22388,0.30729,0.61059,0.65558,-0.07447,-0.02481,0.39235,0.37618,0.71434,0.85901,0.77647,0.38718,0.22444,0.19936,0.45498
38.67,38.0,0.37647,0.41151,0.15153,0.39598,0.41359,0.5786,0.78003,0.91346,0.73048,0.92438,0.57956,0.54872,0.43121,0.80368,0.28217,0.34495,0.73713,0.66918,0.796,0.63296,0.76171,0.78751,0.60335,0.41458,0.24028,0.35186,0.38942,0.40579,0.16363,0.61852,0.91821,0.81702,0.66689,0.69632,0.24564,0.3385,0.56685,0.73076,-0.04559,0.09719,0.5082,0.53635,0.859,0.96236,0.92832,0.47575,0.31201,0.2485,0.54376
39.0,38.33,0.42144,0.44989,0.14473,0.336,0.35305,0.53357,0.75029,0.88126,0.70845,0.90585,0.5608,0.5457,0.46065,0.81281,0.25674,0.28974,0.6998,0.64225,0.75156,0.58932,0.72865,0.75859,0.57817,0.37753,0.26909,0.34925,0.38254,0.35692,0.0935,0.57794,0.89308,0.78195,0.63607,0.66346,0.23781,0.32453,0.60821,0.73684,-0.08123,0.00682,0.44499,0.48462,0.82068,0.94439,0.90648,0.43849,0.24798,0.2178,0.51831
39.0,37.67,0.40098,0.45312,0.1546,0.377,0.38338,0.52203,0.77022,0.89044,0.70487,0.90834,0.58331,0.53519,0.44955,0.83236,0.23826,0.27556,0.6817,0.62514,0.77224,0.60179,0.7214,0.75791,0.5847,0.39172,0.29185,0.34491,0.43538,0.35668,0.11794,0.56688,0.89333,0.7901,0.63107,0.66522,0.24287,0.30011,0.60695,0.74481,-0.06079,0.03324,0.45776,0.47417,0.82646,0.95449,0.90236,0.44482,0.26254,0.22838,0.52349
39.33,38.33,0.34321,0.37398,0.09814,0.28277,0.28822,0.4194,0.61015,0.73547,0.57501,0.85392,0.49257,0.54416,0.41393,0.696,0.19276,0.22926,0.59958,0.52482,0.60569,0.4444,0.59862,0.68509,0.53499,0.39987,0.20442,0.30226,0.26985,0.30216,0.0337,0.48046,0.74661,0.61554,0.53159,0.5637,0.22149,0.31918,0.61652,0.63161,-0.07787,-0.03873,0.3729,0.355,0.68297,0.82932,0.74512,0.36899,0.21809,0.19619,0.43819
39.33,37.67,0.3139,0.36369,0.10372,0.3333,0.32233,0.40052,0.62936,0.74954,0.56834,0.85458,0.51842,0.52964,0.39441,0.71593,0.16187,0.20637,0.57355,0.50522,0.62828,0.45843,0.58888,0.68155,0.53685,0.41652,0.22378,0.28951,0.32182,0.30343,0.0618,0.46979,0.74303,0.62328,0.52277,0.5581,0.22608,0.29122,0.61658,0.62814,-0.05496,-0.0081,0.38538,0.34514,0.6884,0.84424,0.7372,0.37417,0.23698,0.20925,0.4415
38.67,38.33,0.36986,0.37522,0.1326,0.37935,0.397,0.58384,0.76181,0.89922,0.72332,0.92088,0.56134,0.56117,0.41929,0.77129,0.29164,0.3625,0.74675,0.67827,0.77759,0.62056,0.76118,0.78492,0.59584,0.43136,0.2176,0.35563,0.34646,0.41287,0.15744,0.63197,0.90742,0.81033,0.67008,0.69301,0.24465,0.35608,0.56677,0.70667,-0.04524,0.10206,0.5064,0.54689,0.84838,0.9485,0.91756,0.47078,0.31604,0.2506,0.53845
38.67,37.67,0.35841,0.4077,0.14555,0.42583,0.43041,0.56629,0.78406,0.91007,0.72197,0.92564,0.59139,0.54848,0.41891,0.7985,0.27136,0.33967,0.72335,0.6539,0.8007,0.63266,0.75112,0.78511,0.60739,0.45116,0.26296,0.36134,0.40681,0.41093,0.17629,0.61211,0.90985,0.81796,0.66409,0.69615,0.25278,0.32556,0.57434,0.72648,-0.01978,0.12934,0.51877,0.52563,0.85435,0.96225,0.91307,0.4772,0.34,0.26693,0.54615
39.33,39.0,0.44868,0.39305,0.0789,0.19718,0.20971,0.45496,0.5951,0.72716,0.61202,0.85802,0.45734,0.58577,0.45954,0.66952,0.27634,0.3001,0.64653,0.59849,0.56676,0.44585,0.64582,0.68088,0.52114,0.43946,0.28397,0.40891,0.24831,0.3028,-0.04315,0.53281,0.77911,0.66826,0.57353,0.59047,0.24028,0.36466,0.65992,0.65993,-0.10346,-0.07294,0.34285,0.39709,0.68341,0.81348,0.77239,0.36551,0.19561,0.21107,0.45298
38.67,39.0,0.45552,0.35255,0.09005,0.27072,0.30348,0.59913,0.72271,0.86826,0.7342,0.91602,0.5167,0.60837,0.45418,0.71175,0.3391,0.40622,0.76949,0.73369,0.7222,0.5956,0.7836,0.76268,0.56527,0.47063,0.28153,0.42647,0.28558,0.39696,0.07109,0.67189,0.90876,0.82877,0.68791,0.69023,0.2593,0.40791,0.63809,0.69335,-0.08127,0.04555,0.4575,0.57173,0.82498,0.91856,0.91145,0.4452,0.27676,0.25642,0.53389
39.0,39.33,0.52474,0.42772,0.1028,0.21742,0.23718,0.54889,0.69071,0.83016,0.71088,0.90229,0.50051,0.60569,0.49536,0.71073,0.34688,0.36325,0.72628,0.70897,0.66597,0.55428,0.75216,0.72612,0.54058,0.47308,0.36096,0.46932,0.30714,0.34061,-0.01985,0.63285,0.88588,0.80201,0.65923,0.66252,0.26421,0.3846,0.68734,0.71671,-0.11171,-0.04295,0.38264,0.5103,0.78603,0.8959,0.88506,0.40675,0.22815,0.24479,0.51461
39.0,38.67,0.49933,0.43282,0.08667,0.24496,0.25447,0.53544,0.70679,0.84416,0.70856,0.89936,0.50978,0.58815,0.4796,0.7364,0.29768,0.31707,0.71608,0.68536,0.68172,0.55642,0.74026,0.7374,0.54397,0.43564,0.30372,0.42627,0.29256,0.34078,-0.00719,0.61113,0.8845,0.79115,0.65181,0.65912,0.24514,0.36965,0.66122,0.71483,-0.10594,-0.04082,0.39253,0.49343,0.78988,0.90996,0.89713,0.408,0.22638,0.22317,0.50784
39.33,39.33,0.44015,0.37602,0.10142,0.18107,0.20484,0.45208,0.5627,0.69363,0.59143,0.85194,0.4451,0.59249,0.46089,0.64889,0.31113,0.34295,0.64426,0.59545,0.53974,0.42812,0.63667,0.66376,0.52227,0.46197,0.32165,0.4297,0.27734,0.30156,-0.03553,0.53094,0.7598,0.6511,0.56288,0.58243,0.25329,0.37262,0.6599,0.65406,-0.1001,-0.06126,0.33864,0.39448,0.66227,0.77886,0.73463,0.36808,0.19655,0.22603,0.45019
39.33,38.67,0.4023,0.37302,0.08272,0.21079,0.22756,0.43656,0.57936,0.70869,0.58588,0.8499,0.45719,0.57358,0.4403,0.66106,0.24962,0.283,0.62845,0.56487,0.56106,0.42752,0.61791,0.67589,0.52438,0.42402,0.2443,0.36758,0.24038,0.30022,-0.0205,0.50717,0.75237,0.62955,0.54836,0.57301,0.23282,0.3569,0.63839,0.63855,-0.09678,-0.06515,0.3481,0.3739,0.66667,0.79869,0.74289,0.36341,0.19692,0.20052,0.43925
38.67,39.33,0.44439,0.32263,0.10547,0.25945,0.31335,0.61744,0.70647,0.85546,0.72845,0.92048,0.51257,0.62207,0.45847,0.68432,0.37357,0.46189,0.78196,0.74839,0.71662,0.5959,0.79174,0.75503,0.57197,0.49838,0.3161,0.44373,0.29738,0.40927,0.09499,0.69097,0.90377,0.83234,0.68877,0.69251,0.27626,0.42928,0.6501,0.68219,-0.07738,0.06775,0.47124,0.59287,0.8234,0.89994,0.88897,0.45554,0.29033,0.27629,0.54048
38.67,38.67,0.41432,0.33813,0.10282,0.30199,0.33702,0.60276,0.72685,0.87284,0.72806,0.9179,0.52418,0.59592,0.4344,0.71802,0.32968,0.40952,0.7709,0.72009,0.73684,0.6017,0.77896,0.77064,0.57627,0.4572,0.24266,0.39765,0.29479,0.41084,0.10977,0.66622,0.90526,0.81926,0.68217,0.69132,0.25346,0.40059,0.60142,0.6878,-0.06804,0.07401,0.48125,0.57318,0.83022,0.91913,0.90717,0.45882,0.29105,0.25404,0.5344
39.33,40.0,0.55706,0.44742,0.23748,0.13287,0.21475,0.52973,0.56757,0.70261,0.6422,0.88408,0.45335,0.64914,0.54906,0.63858,0.51892,0.52684,0.6999,0.70808,0.56534,0.50139,0.72341,0.6471,0.5489,0.57569,0.57374,0.57882,0.46713,0.32313,-0.01384,0.62354,0.82342,0.76322,0.61525,0.63634,0.33516,0.41535,0.71951,0.72243,-0.10187,-0.03429,0.33765,0.49122,0.69966,0.76827,0.73299,0.40413,0.22926,0.31644,0.5135
38.67,40.0,0.53883,0.38198,0.2039,0.17834,0.30354,0.66564,0.67536,0.82867,0.74936,0.94348,0.51259,0.66703,0.55131,0.63052,0.53135,0.61997,0.80307,0.82843,0.70728,0.62745,0.84208,0.72002,0.59008,0.59422,0.55763,0.58086,0.42414,0.40935,0.09131,0.75599,0.92878,0.89188,0.70628,0.71361,0.35698,0.48838,0.73573,0.71816,-0.08748,0.05205,0.44801,0.65316,0.82528,0.86632,0.84498,0.46082,0.30236,0.3505,0.57853
39.0,40.33,0.61899,0.48856,0.29111,0.14155,0.26645,0.62661,0.64767,0.79169,0.72515,0.93497,0.50395,0.66753,0.59799,0.65443,0.61156,0.61269,0.77128,0.81375,0.66523,0.60233,0.82086,0.68684,0.57275,0.62102,0.66478,0.64402,0.52691,0.3658,0.02949,0.7252,0.91625,0.87854,0.68617,0.70003,0.37262,0.44544,0.75539,0.76685,-0.09776,-0.01137,0.38022,0.61049,0.7962,0.84163,0.81527,0.43569,0.27113,0.36036,0.5753
39.0,39.67,0.57812,0.44095,0.24767,0.16117,0.25406,0.61462,0.66113,0.80423,0.71907,0.9282,0.50535,0.65179,0.56153,0.65357,0.55769,0.56326,0.77058,0.79094,0.66829,0.58643,0.8051,0.69415,0.56292,0.59349,0.58888,0.59568,0.46892,0.3513,0.01985,0.71082,0.9086,0.8566,0.68409,0.69165,0.34679,0.43042,0.74593,0.74852,-0.11744,-0.02105,0.38424,0.59346,0.79832,0.85673,0.84243,0.43336,0.25739,0.33181,0.56003
39.33,40.33,0.58002,0.48483,0.24571,0.12384,0.21529,0.5143,0.54633,0.6796,0.63374,0.87742,0.43986,0.6631,0.56494,0.6477,0.52466,0.52993,0.68274,0.703,0.54405,0.49919,0.7157,0.6379,0.55172,0.57869,0.59125,0.59186,0.48195,0.33274,-0.01495,0.60875,0.8139,0.76409,0.60273,0.63261,0.34395,0.42323,0.71453,0.72538,-0.08031,-0.0226,0.32934,0.47185,0.67576,0.74564,0.70004,0.40266,0.23739,0.32546,0.51211
39.33,39.67,0.51585,0.41826,0.18486,0.13832,0.20298,0.49456,0.55002,0.68291,0.61625,0.86684,0.43972,0.63496,0.51829,0.63674,0.44525,0.46879,0.67402,0.66363,0.53878,0.46501,0.68445,0.64464,0.53895,0.53634,0.49054,0.53236,0.39715,0.31627,-0.02509,0.58274,0.78996,0.71546,0.58932,0.61173,0.30877,0.40768,0.70035,0.69379,-0.09904,-0.0416,0.33315,0.44623,0.67029,0.75669,0.71632,0.38977,0.21574,0.28822,0.4864
38.67,40.33,0.54792,0.40309,0.19053,0.16744,0.31499,0.66358,0.66094,0.81515,0.75182,0.9451,0.5052,0.67285,0.56585,0.62402,0.5139,0.63321,0.79169,0.83188,0.70046,0.63315,0.84383,0.71848,0.59904,0.58877,0.56675,0.59246,0.42155,0.42851,0.10319,0.75599,0.9245,0.8964,0.70051,0.71137,0.36523,0.51125,0.72944,0.71206,-0.06123,0.06738,0.45261,0.65282,0.8148,0.85017,0.81647,0.45558,0.31729,0.35772,0.5797
38.67,39.67,0.50356,0.34775,0.16097,0.20102,0.30852,0.65394,0.68062,0.83259,0.7434,0.93527,0.50873,0.6598,0.51995,0.64035,0.47586,0.57998,0.79814,0.80593,0.70871,0.61851,0.82801,0.73114,0.58741,0.56373,0.47685,0.5362,0.37028,0.41756,0.10038,0.73947,0.91871,0.87422,0.70247,0.70702,0.33308,0.48249,0.71164,0.69741,-0.07952,0.06903,0.46229,0.63829,0.82187,0.87049,0.85282,0.46083,0.30467,0.32952,0.5665
