lat,lon,score_202001,score_202002,score_202003,score_202004,score_202005,score_202006,score_202007,score_202008,score_202009,score_202010,score_202011,score_202012,score_202101,score_202102,score_202103,score_202104,score_202105,score_202106,score_202107,score_202108,score_202109,score_202110,score_202111,score_202112,score_202201,score_202202,score_202203,score_202204,score_202205,score_202206,score_202207,score_202208,score_202209,score_202210,score_202211,score_202212,score_202301,score_202302,score_202303,score_202304,score_202305,score_202306,score_202307,score_202308,score_202309,score_202310,score_202311,score_202312,avg_score
37.33,39.67,0.30513,0.1185,0.22166,0.64463,0.75302,1.01838,0.76138,0.955,0.84637,0.96398,0.55701,0.84337,0.57925,0.81083,0.56482,0.99937,0.96172,0.97294,0.95465,0.88803,1.0343,0.91108,0.85847,0.70657,0.27243,0.60299,0.20238,0.7602,0.60943,1.01754,0.97872,0.96146,0.88728,0.81764,0.4011,0.87742,0.77477,0.63342,0.33141,0.86059,0.95539,1.01537,0.94858,0.90744,0.90812,0.71256,0.65323,0.51652,0.74659
37.33,41.0,0.24184,0.05017,0.08918,0.52355,0.70736,1.05005,0.7507,0.94744,0.91818,1.0056,0.5239,0.80826,0.64095,0.7135,0.42214,0.96475,0.90052,1.01369,0.95209,0.88749,1.04933,0.87305,0.90232,0.66014,0.34732,0.63522,0.12969,0.70374,0.60614,1.04317,0.97877,0.96712,0.89853,0.76982,0.45842,0.93955,0.79833,0.60201,0.34824,0.76562,0.8858,1.00834,0.93509,0.8921,0.85348,0.63349,0.61318,0.53544,0.72802
37.33,41.33,0.23621,0.05283,0.06245,0.47176,0.69113,1.03925,0.742,0.9502,0.94682,1.02644,0.52264,0.80964,0.63198,0.67558,0.37145,0.93297,0.90013,1.02139,0.96123,0.89296,1.05125,0.86578,0.91095,0.63759,0.34496,0.62532,0.12008,0.68171,0.57864,1.04567,0.98623,0.98304,0.90517,0.76406,0.4623,0.94272,0.79311,0.58948,0.35761,0.72127,0.85653,1.00793,0.93941,0.89867,0.86606,0.60552,0.60945,0.56261,0.72192
37.33,40.67,0.2558,0.07128,0.10257,0.53441,0.7091,1.03903,0.75089,0.94626,0.90661,1.00239,0.5336,0.8129,0.63103,0.71684,0.43846,0.96777,0.90967,1.00574,0.9489,0.88887,1.0454,0.8775,0.89356,0.66303,0.3441,0.62933,0.13777,0.71155,0.59492,1.03546,0.97841,0.96823,0.89266,0.77844,0.45389,0.93407,0.79784,0.60823,0.33579,0.76912,0.89009,1.00249,0.93252,0.89618,0.86152,0.64485,0.61604,0.52739,0.72901
37.33,42.0,0.25621,0.08087,0.01575,0.35242,0.67664,1.03638,0.70272,0.95771,1.03869,1.08024,0.48269,0.85692,0.64814,0.62997,0.26103,0.85841,0.87978,1.05973,0.98905,0.9073,1.07052,0.84036,0.96098,0.62514,0.37134,0.64279,0.10797,0.61147,0.50777,1.06163,0.99874,1.02175,0.95375,0.73475,0.48329,0.95856,0.8119,0.57697,0.42485,0.62992,0.78666,1.03048,0.95446,0.90225,0.90901,0.51724,0.58945,0.6597,0.71905
37.33,42.33,0.33638,0.1557,0.03904,0.33761,0.6644,1.02864,0.6881,0.94446,1.03278,1.07218,0.46666,0.89156,0.68972,0.65764,0.27272,0.8424,0.861,1.06414,0.97842,0.89724,1.07363,0.82865,0.95823,0.66002,0.44131,0.68326,0.14617,0.59866,0.46937,1.05962,0.99398,1.01958,0.95402,0.73502,0.50672,0.96533,0.81761,0.62517,0.44595,0.61433,0.76364,1.02493,0.94266,0.89425,0.9016,0.49201,0.57939,0.66784,0.72466
37.33,41.67,0.25747,0.07588,0.02408,0.37787,0.67474,1.03238,0.71226,0.95205,1.01471,1.06559,0.49483,0.84284,0.64626,0.63552,0.28568,0.87271,0.87893,1.04827,0.97842,0.90114,1.0649,0.84394,0.94552,0.62919,0.37411,0.63791,0.1193,0.62553,0.5212,1.05697,0.99435,1.01122,0.93721,0.74314,0.48369,0.95491,0.80304,0.5833,0.40746,0.64584,0.79788,1.01943,0.94655,0.90145,0.8904,0.53689,0.59419,0.63278,0.71821
37.33,43.33,0.65395,0.48441,0.06192,0.2688,0.65912,1.01084,0.61499,0.87899,0.9971,1.01199,0.34143,1.01858,0.89941,0.75377,0.30348,0.81555,0.74676,1.0784,0.90067,0.8646,1.08901,0.79045,0.94923,0.82709,0.70905,0.82991,0.22025,0.53287,0.33838,1.05066,0.95954,1.00284,0.94602,0.74778,0.61721,0.90218,0.83539,0.76394,0.49967,0.58505,0.68452,1.01788,0.86663,0.85041,0.86906,0.39965,0.56491,0.69039,0.73968
37.33,42.67,0.53599,0.36115,0.06439,0.29218,0.65058,1.01721,0.64247,0.91015,1.01962,1.04407,0.39221,0.98228,0.81293,0.72476,0.28559,0.81184,0.79646,1.07937,0.94057,0.87586,1.08541,0.80108,0.95681,0.75119,0.60582,0.78379,0.19664,0.55753,0.37482,1.05511,0.97883,1.01414,0.95707,0.73514,0.56657,0.94994,0.82905,0.72959,0.48514,0.58384,0.70774,1.02261,0.90726,0.86886,0.88947,0.42243,0.55884,0.68916,0.73549
37.33,44.0,0.74498,0.58259,0.03895,0.24441,0.73749,1.04188,0.59465,0.83157,0.96684,0.94774,0.23689,0.9756,1.029,0.75616,0.36236,0.86953,0.6686,1.05626,0.83531,0.86976,1.08843,0.78994,0.94328,0.94942,0.8561,0.83682,0.23166,0.47837,0.35637,1.05452,0.9151,0.95934,0.87358,0.79092,0.75563,0.73084,0.78115,0.69177,0.55777,0.66932,0.67448,1.04225,0.76045,0.81468,0.82477,0.41906,0.64304,0.73088,0.74189
37.0,44.33,0.71169,0.5685,0.04871,0.29112,0.78719,1.09357,0.61805,0.84658,0.97126,0.95404,0.199,0.95351,1.04052,0.76209,0.39694,0.90911,0.69518,1.06247,0.85832,0.88353,1.09245,0.79461,0.95466,0.95799,0.86449,0.83558,0.229,0.47755,0.40444,1.07721,0.91088,0.93465,0.83408,0.80841,0.78204,0.73096,0.73269,0.66741,0.57169,0.7121,0.7034,1.08224,0.74976,0.79721,0.84579,0.42798,0.66093,0.7556,0.75098
37.33,44.33,0.6751,0.53182,0.12221,0.29586,0.77345,1.04877,0.60058,0.8314,0.97276,0.93785,0.24882,0.92069,1.01613,0.76015,0.42675,0.89051,0.65818,1.0333,0.83891,0.87653,1.07847,0.79039,0.95517,0.94147,0.85007,0.81292,0.27784,0.46086,0.38483,1.04509,0.90141,0.9264,0.83928,0.78561,0.78503,0.71174,0.74837,0.67308,0.61799,0.7348,0.6785,1.0294,0.72282,0.80202,0.80829,0.45019,0.6894,0.777,0.74455
37.33,43.67,0.7247,0.55708,0.0591,0.25332,0.71807,1.02814,0.59529,0.84146,0.97661,0.96363,0.27073,0.98926,0.99719,0.76011,0.35618,0.85516,0.68395,1.05866,0.84978,0.86677,1.08849,0.78956,0.94775,0.92136,0.82297,0.83687,0.24447,0.49209,0.34841,1.05004,0.92588,0.96989,0.89658,0.77872,0.72613,0.77667,0.80132,0.71782,0.55331,0.65309,0.67538,1.02885,0.78636,0.82437,0.83389,0.41617,0.626,0.72434,0.74296
37.33,44.67,0.55081,0.45012,0.28849,0.38718,0.86665,1.08662,0.61111,0.82888,0.97774,0.90518,0.22477,0.77978,1.02764,0.76281,0.55374,0.9566,0.62405,0.99142,0.83858,0.88843,1.05891,0.79275,0.97508,0.91889,0.86553,0.76013,0.33993,0.42581,0.4443,1.04509,0.87085,0.85829,0.75813,0.78466,0.8675,0.66352,0.62368,0.6564,0.74037,0.91236,0.69871,1.02681,0.62872,0.7794,0.77011,0.52369,0.81129,0.88306,0.75176
38.33,26.33,0.64635,0.55575,0.69591,0.83902,0.65938,0.62651,0.98404,0.88182,0.71606,0.34253,0.80445,0.47111,0.12596,0.43548,0.4431,0.55563,0.70316,0.61445,0.96849,1.0071,0.8507,0.7066,0.54494,0.19116,0.54188,0.22512,0.42014,0.73494,1.07943,0.87106,0.93892,0.67524,0.7875,0.94475,0.59804,0.48215,0.43377,0.58239,0.83509,0.83161,0.52832,0.73993,0.9171,0.78162,0.61539,0.8529,0.399,0.34055,0.6568
38.33,27.0,0.70175,0.44524,0.67451,0.79461,0.56401,0.50474,0.99523,0.90743,0.72267,0.34418,0.87895,0.44124,0.12064,0.42528,0.3052,0.49903,0.71766,0.51712,0.96179,1.04512,0.84419,0.76418,0.62866,0.19549,0.55395,0.13984,0.40999,0.65526,1.00013,0.77584,0.98232,0.66073,0.80124,0.91312,0.59013,0.41943,0.4438,0.62893,0.70891,0.5839,0.34074,0.64271,0.95832,0.76392,0.65402,0.82443,0.29476,0.38562,0.62773
38.0,27.33,0.77372,0.45138,0.73601,0.82605,0.57974,0.53284,1.02083,0.92246,0.77943,0.37455,0.94528,0.47354,0.14504,0.46597,0.33252,0.53466,0.76454,0.52444,0.98341,1.06278,0.86633,0.82186,0.68941,0.22474,0.56126,0.15015,0.45178,0.66594,0.99115,0.78225,0.99971,0.69297,0.83714,0.96413,0.6262,0.44943,0.49723,0.67799,0.75892,0.59055,0.34986,0.6501,0.97197,0.81623,0.68932,0.85661,0.3141,0.42875,0.65844
38.33,27.33,0.68209,0.4028,0.66249,0.76871,0.5383,0.47928,0.98388,0.90184,0.70158,0.34536,0.87765,0.45098,0.13114,0.42843,0.26896,0.48657,0.70346,0.48965,0.94863,1.04415,0.82725,0.76124,0.62397,0.19329,0.53314,0.11495,0.39296,0.63422,0.97316,0.74736,0.97812,0.64151,0.79305,0.88508,0.58964,0.40628,0.41971,0.61334,0.665,0.53049,0.29682,0.6106,0.95087,0.75349,0.64509,0.81287,0.27579,0.39372,0.61164
37.67,27.33,0.79796,0.45643,0.7836,0.86143,0.62971,0.58485,1.01331,0.91283,0.77841,0.40089,0.96755,0.51498,0.17224,0.53051,0.38711,0.577,0.79358,0.55173,0.9915,1.06218,0.87808,0.83452,0.70527,0.25488,0.5487,0.17069,0.48136,0.70028,0.99432,0.80905,0.99705,0.6953,0.85338,0.97519,0.64524,0.49665,0.51888,0.69442,0.80248,0.65197,0.38313,0.67059,0.97238,0.84048,0.68557,0.89121,0.3548,0.44646,0.68167
38.33,28.0,0.68524,0.27839,0.67976,0.72344,0.44774,0.41582,0.97747,0.8968,0.69289,0.38769,0.93326,0.52947,0.18694,0.49606,0.17449,0.48,0.70286,0.38762,0.92191,1.05351,0.77926,0.81435,0.67829,0.2201,0.47576,0.0702,0.37312,0.57678,0.8572,0.63638,0.98095,0.59957,0.8073,0.84352,0.64899,0.41777,0.42025,0.61289,0.56569,0.35778,0.15646,0.49959,0.92589,0.77117,0.65595,0.80856,0.24665,0.47523,0.59015
37.67,28.0,0.77465,0.30412,0.778,0.78095,0.51817,0.49766,1.00335,0.90096,0.75732,0.43685,0.99703,0.55719,0.21081,0.59208,0.26807,0.58076,0.79015,0.44051,0.9613,1.07056,0.8236,0.86521,0.73256,0.25522,0.48473,0.11038,0.43504,0.6459,0.86493,0.68594,0.99961,0.63868,0.86072,0.91136,0.68377,0.4927,0.48967,0.69138,0.66866,0.44728,0.21721,0.54023,0.95339,0.83755,0.68462,0.87381,0.32084,0.5039,0.64457
38.0,28.33,0.74271,0.28002,0.75076,0.75476,0.4655,0.45473,1.00066,0.9064,0.74148,0.42712,0.98478,0.56923,0.21497,0.57002,0.21852,0.53792,0.75455,0.40116,0.9441,1.06538,0.79486,0.86107,0.72712,0.24716,0.47668,0.09071,0.41416,0.60617,0.83226,0.64037,0.99556,0.62962,0.84738,0.88501,0.69126,0.46977,0.46857,0.66951,0.61172,0.37696,0.17338,0.50223,0.93396,0.81848,0.6831,0.8508,0.29013,0.51612,0.62269
38.0,27.67,0.75394,0.31452,0.75772,0.76624,0.49137,0.46735,1.00947,0.91456,0.75664,0.40847,0.97995,0.53703,0.20239,0.54073,0.23692,0.54424,0.75834,0.43576,0.95718,1.06705,0.81561,0.85068,0.71342,0.23466,0.49602,0.09004,0.42661,0.61503,0.87432,0.67988,0.99877,0.65152,0.84443,0.90614,0.66398,0.44641,0.45901,0.67375,0.64538,0.42134,0.21596,0.53979,0.94665,0.82028,0.68166,0.8476,0.29156,0.49744,0.63016
38.33,28.33,0.66549,0.26652,0.65523,0.72146,0.42977,0.40172,0.96188,0.88453,0.66546,0.39611,0.92239,0.54801,0.18446,0.50065,0.16137,0.4568,0.68786,0.35711,0.90264,1.04728,0.76047,0.81242,0.68055,0.23182,0.46588,0.08292,0.3562,0.57009,0.83448,0.60666,0.97344,0.57072,0.79684,0.82095,0.66528,0.4372,0.43447,0.59533,0.53747,0.33249,0.12608,0.47732,0.91305,0.75813,0.65081,0.80512,0.23623,0.4767,0.57971
38.33,27.67,0.67068,0.30387,0.65753,0.72559,0.46542,0.41942,0.97119,0.89311,0.6789,0.37107,0.90837,0.49982,0.16524,0.46691,0.18611,0.46997,0.69368,0.40477,0.9216,1.0491,0.78676,0.79099,0.65688,0.21014,0.48845,0.07663,0.36538,0.58637,0.8859,0.65844,0.97825,0.59827,0.7955,0.83969,0.62496,0.40702,0.41278,0.6024,0.57509,0.38689,0.17918,0.52203,0.93249,0.75387,0.64677,0.80036,0.2427,0.44687,0.58695
37.67,28.33,0.762,0.29272,0.76236,0.77667,0.51204,0.49525,0.99129,0.88608,0.74025,0.4513,0.98875,0.5751,0.21159,0.60866,0.26653,0.57533,0.789,0.41981,0.949,1.06695,0.80991,0.8656,0.73956,0.27107,0.47485,0.12666,0.41796,0.65093,0.83933,0.66348,0.996,0.61599,0.86044,0.89388,0.7026,0.52267,0.50745,0.68418,0.65163,0.43136,0.19163,0.52002,0.94753,0.82966,0.68466,0.87976,0.32732,0.50637,0.64027
37.67,27.67,0.78241,0.34213,0.7758,0.80255,0.54981,0.52045,1.00202,0.90134,0.75796,0.42881,0.98943,0.54426,0.19852,0.57853,0.2995,0.57889,0.79358,0.46846,0.96701,1.06818,0.83925,0.85668,0.72791,0.25879,0.50279,0.12805,0.44657,0.66244,0.9008,0.71822,0.99942,0.64663,0.85731,0.92534,0.67297,0.49482,0.5015,0.69215,0.703,0.49659,0.25524,0.57534,0.96123,0.83622,0.68389,0.8781,0.32916,0.48643,0.65389
38.33,29.0,0.64614,0.22872,0.6328,0.73098,0.38333,0.39044,0.94465,0.85614,0.64044,0.45171,0.92024,0.64393,0.19648,0.57901,0.17094,0.42185,0.68132,0.26109,0.86198,1.03956,0.70524,0.85445,0.73518,0.29942,0.43682,0.13146,0.33209,0.57625,0.72202,0.50927,0.96418,0.52993,0.80898,0.77423,0.76953,0.53801,0.53632,0.59276,0.48543,0.2751,0.04582,0.40079,0.87687,0.76845,0.66573,0.83349,0.26754,0.52646,0.57591
37.67,29.0,0.71006,0.2411,0.71273,0.75775,0.45233,0.46734,0.96543,0.85387,0.7083,0.49878,0.96391,0.65021,0.21439,0.66041,0.25527,0.52663,0.7638,0.31876,0.90496,1.05733,0.74875,0.89115,0.77924,0.32612,0.4419,0.16028,0.36858,0.64837,0.72426,0.55538,0.98271,0.57641,0.86504,0.82845,0.79757,0.61042,0.58186,0.66724,0.5679,0.35029,0.08442,0.43017,0.91339,0.81225,0.69747,0.89224,0.35166,0.55051,0.62265
38.0,29.33,0.67615,0.22791,0.67231,0.74951,0.41164,0.4394,0.96129,0.85822,0.68314,0.49032,0.9463,0.67305,0.20743,0.64038,0.22952,0.46889,0.73005,0.27756,0.88502,1.05097,0.72197,0.89015,0.77588,0.33191,0.43707,0.1467,0.35174,0.61945,0.69778,0.51812,0.97562,0.56829,0.8484,0.79832,0.81345,0.59626,0.58366,0.6456,0.52681,0.30549,0.06065,0.4014,0.8952,0.79508,0.69327,0.87268,0.32748,0.55201,0.60478
38.0,28.67,0.70329,0.24295,0.69632,0.7589,0.42472,0.44484,0.96822,0.87082,0.69016,0.47989,0.96633,0.64931,0.21733,0.63066,0.21987,0.48796,0.74061,0.3139,0.90082,1.0541,0.74269,0.88284,0.76347,0.30802,0.45123,0.13896,0.37607,0.6113,0.73742,0.54243,0.98398,0.57498,0.84858,0.82885,0.77645,0.56827,0.54993,0.65871,0.54507,0.31074,0.08479,0.42408,0.90174,0.79368,0.6889,0.87268,0.30483,0.54136,0.60986
38.33,29.33,0.6196,0.22026,0.61035,0.71669,0.37233,0.37229,0.94017,0.84585,0.63487,0.44562,0.89715,0.65073,0.18355,0.56827,0.16921,0.40157,0.66342,0.23126,0.84522,1.03471,0.68772,0.85134,0.73566,0.31165,0.42246,0.12909,0.30608,0.5771,0.69737,0.49679,0.95515,0.52283,0.80125,0.74175,0.78486,0.53787,0.55189,0.56665,0.46913,0.27905,0.03011,0.39039,0.8701,0.77451,0.6614,0.82318,0.27897,0.53042,0.56683
38.33,28.67,0.64345,0.22985,0.62904,0.71934,0.38661,0.3812,0.94608,0.85993,0.63975,0.43228,0.91709,0.61555,0.19168,0.54736,0.1551,0.42322,0.67387,0.27659,0.86716,1.03933,0.71452,0.83916,0.71727,0.27722,0.43785,0.1125,0.3304,0.56658,0.74827,0.5288,0.96392,0.53209,0.80006,0.77766,0.73935,0.50336,0.5024,0.58011,0.48616,0.27987,0.05606,0.41632,0.88296,0.76308,0.6574,0.82003,0.25146,0.51144,0.57022
37.67,29.33,0.68681,0.22724,0.69958,0.74164,0.44975,0.46032,0.96373,0.84275,0.71321,0.49797,0.94385,0.64956,0.19964,0.65588,0.26451,0.5221,0.75211,0.29861,0.89405,1.05442,0.73814,0.8912,0.78385,0.33401,0.42952,0.15604,0.34984,0.65586,0.70347,0.55001,0.97492,0.57664,0.86399,0.80578,0.81361,0.62141,0.59976,0.65362,0.55829,0.36124,0.07065,0.41997,0.9144,0.81983,0.69938,0.88877,0.37495,0.5576,0.61843
37.67,28.67,0.72463,0.24587,0.72532,0.75609,0.46703,0.47137,0.97192,0.85852,0.71567,0.48604,0.9714,0.62701,0.2133,0.64677,0.25375,0.54599,0.77044,0.34227,0.9161,1.06062,0.76399,0.88316,0.76774,0.30899,0.44391,0.14774,0.37713,0.6497,0.75252,0.58193,0.98537,0.58091,0.86244,0.8421,0.76982,0.58759,0.56074,0.66869,0.58599,0.36953,0.10694,0.44971,0.92355,0.82032,0.69282,0.88705,0.34548,0.53935,0.62553
38.33,30.0,0.54036,0.18003,0.58159,0.68317,0.38272,0.38477,0.95278,0.8226,0.66996,0.47216,0.84155,0.70829,0.17118,0.59064,0.22622,0.38544,0.65203,0.15313,0.82196,1.02729,0.65248,0.88637,0.78857,0.39377,0.37266,0.12259,0.25317,0.62046,0.60176,0.47195,0.93422,0.55888,0.82074,0.65185,0.88604,0.58222,0.65682,0.52608,0.4766,0.33428,0.03311,0.36288,0.86694,0.82939,0.68401,0.82316,0.3972,0.58731,0.57132
37.67,30.0,0.57312,0.17042,0.63231,0.69368,0.44441,0.46018,0.97028,0.82187,0.73463,0.51263,0.8691,0.69236,0.17583,0.64478,0.29507,0.48249,0.71752,0.2104,0.85807,1.04302,0.69411,0.91647,0.8245,0.39179,0.38307,0.13066,0.28622,0.68247,0.60945,0.51521,0.94833,0.60522,0.86788,0.70921,0.89975,0.65171,0.68645,0.59886,0.53319,0.39124,0.04866,0.38045,0.90749,0.85578,0.71493,0.8794,0.47031,0.61181,0.60827
38.0,30.33,0.53701,0.16376,0.59858,0.68092,0.42003,0.44109,0.96958,0.82576,0.71579,0.50528,0.84748,0.72976,0.17867,0.62667,0.28006,0.43003,0.68716,0.16553,0.84132,1.03753,0.67273,0.91894,0.83168,0.42313,0.36901,0.12262,0.2513,0.66534,0.58276,0.49295,0.93934,0.60232,0.85517,0.66386,0.92586,0.63722,0.69998,0.55573,0.51934,0.37186,0.05044,0.36223,0.89365,0.85762,0.71236,0.85236,0.46805,0.62002,0.59583
38.0,29.67,0.5703,0.17507,0.60607,0.69012,0.39971,0.42863,0.963,0.82957,0.70479,0.49473,0.86689,0.71568,0.16736,0.6296,0.26343,0.42901,0.6952,0.18349,0.8476,1.0443,0.67827,0.90816,0.81204,0.38993,0.38317,0.12157,0.26883,0.64597,0.59853,0.49303,0.94887,0.58949,0.84951,0.69721,0.90137,0.62949,0.66706,0.58835,0.50788,0.33945,0.03101,0.36057,0.893,0.83748,0.7056,0.85395,0.423,0.59195,0.59207
38.33,30.33,0.52569,0.18183,0.59364,0.68982,0.40426,0.39112,0.95755,0.81885,0.67198,0.47785,0.83453,0.7102,0.19234,0.58868,0.23146,0.39119,0.64423,0.15159,0.81929,1.01707,0.65059,0.88988,0.79652,0.414,0.36628,0.13221,0.25638,0.6311,0.60996,0.47378,0.92635,0.56213,0.8213,0.63146,0.88689,0.57245,0.67436,0.49596,0.49033,0.36353,0.06291,0.37772,0.86174,0.84301,0.6858,0.81986,0.41815,0.60707,0.57531
38.33,29.67,0.55732,0.1931,0.58785,0.69593,0.37756,0.37363,0.94643,0.82551,0.65401,0.46281,0.85322,0.69139,0.1765,0.58138,0.20332,0.38439,0.64915,0.16896,0.82227,1.02446,0.65601,0.87388,0.76995,0.3701,0.38595,0.13109,0.26748,0.60603,0.62744,0.47139,0.93751,0.53975,0.81167,0.67134,0.85623,0.56681,0.62958,0.52814,0.46628,0.31617,0.03009,0.37059,0.86092,0.81288,0.67367,0.82047,0.35745,0.57287,0.56689
37.67,30.33,0.55264,0.1666,0.63339,0.6959,0.47447,0.47828,0.97808,0.82096,0.74369,0.52562,0.8592,0.69131,0.19898,0.64261,0.30387,0.49911,0.7212,0.21467,0.8582,1.03435,0.69733,0.9228,0.83544,0.40918,0.3791,0.1382,0.28778,0.70264,0.61877,0.52021,0.94334,0.61459,0.87468,0.69551,0.90216,0.6525,0.70566,0.57672,0.54693,0.42532,0.07495,0.39628,0.9085,0.87137,0.71972,0.8846,0.49959,0.63429,0.61524
37.67,29.67,0.60521,0.18729,0.65577,0.71065,0.44952,0.46017,0.96666,0.82359,0.73,0.51258,0.88877,0.67876,0.18638,0.65315,0.28862,0.49901,0.72856,0.23549,0.86599,1.04438,0.70532,0.90981,0.81498,0.37758,0.39553,0.14569,0.3069,0.67946,0.63542,0.52335,0.95541,0.59484,0.86816,0.73592,0.87688,0.64788,0.66762,0.61311,0.53936,0.38765,0.05429,0.39408,0.90756,0.84712,0.71058,0.8854,0.44758,0.60037,0.61247
38.33,31.0,0.46181,0.16815,0.63301,0.70288,0.51828,0.46826,0.98773,0.82765,0.71943,0.5508,0.81556,0.7499,0.27332,0.62072,0.29338,0.42369,0.65463,0.16111,0.83625,0.98488,0.66634,0.92926,0.872,0.52106,0.32829,0.15459,0.24568,0.70747,0.59737,0.49608,0.90261,0.62658,0.85004,0.57779,0.93997,0.57654,0.76658,0.40767,0.576,0.49013,0.19451,0.41278,0.87457,0.91502,0.72455,0.8353,0.56166,0.70926,0.61065
37.67,31.0,0.45466,0.16185,0.61939,0.68833,0.57355,0.53986,1.00438,0.83921,0.77552,0.59306,0.81468,0.73995,0.28525,0.64202,0.33133,0.5028,0.71693,0.21115,0.85953,0.9983,0.69747,0.95366,0.89858,0.52038,0.33974,0.15758,0.24426,0.77164,0.59961,0.5287,0.91836,0.66483,0.89422,0.62031,0.94858,0.64514,0.79002,0.45905,0.60875,0.53249,0.1944,0.42487,0.90948,0.9345,0.75012,0.88463,0.63001,0.73536,0.63768
38.0,31.33,0.45084,0.16572,0.6279,0.69816,0.56499,0.52142,1.00117,0.84244,0.75328,0.59204,0.81422,0.76985,0.30186,0.64317,0.33156,0.45822,0.67931,0.18244,0.85183,0.9848,0.68575,0.95217,0.91584,0.56303,0.32085,0.17138,0.21914,0.75108,0.58481,0.51619,0.90547,0.66338,0.87738,0.5865,0.9695,0.62385,0.79817,0.40933,0.61349,0.52763,0.21888,0.41583,0.89615,0.94168,0.75068,0.86504,0.63099,0.75156,0.63252
38.0,30.67,0.47846,0.16774,0.62521,0.69908,0.52267,0.50484,0.99594,0.83677,0.74756,0.56618,0.82064,0.76759,0.27499,0.63715,0.32551,0.46249,0.67863,0.16955,0.84498,1.00253,0.68213,0.94982,0.90142,0.53315,0.34661,0.16309,0.23045,0.73065,0.58511,0.509,0.91379,0.64638,0.87581,0.59889,0.96198,0.64445,0.78669,0.44239,0.59316,0.49166,0.16685,0.40214,0.89395,0.92152,0.73871,0.86353,0.59985,0.7246,0.62555
38.33,31.33,0.44235,0.1611,0.63593,0.69914,0.54318,0.46885,0.98532,0.82839,0.71783,0.562,0.81443,0.73433,0.27406,0.62392,0.28457,0.41052,0.65734,0.17628,0.84345,0.97012,0.66693,0.92227,0.8623,0.51992,0.30368,0.1486,0.25052,0.71403,0.60014,0.49849,0.89614,0.63228,0.84484,0.57815,0.93095,0.54095,0.75707,0.39429,0.57615,0.50788,0.22978,0.41907,0.87573,0.92368,0.72681,0.82904,0.55992,0.71024,0.60944
38.33,30.67,0.47415,0.17098,0.61836,0.69644,0.48556,0.43988,0.97814,0.82229,0.70352,0.52822,0.8169,0.73319,0.24589,0.60788,0.27006,0.40854,0.64865,0.15674,0.82843,0.99104,0.6572,0.91476,0.84273,0.48651,0.33467,0.14264,0.25172,0.68516,0.60072,0.48716,0.90731,0.60621,0.83957,0.58776,0.92075,0.5636,0.7382,0.42901,0.54557,0.45733,0.1598,0.40325,0.86775,0.89462,0.71029,0.82751,0.51656,0.67687,0.5975
37.67,31.33,0.42776,0.16103,0.60879,0.67546,0.60198,0.54672,1.00385,0.84411,0.77988,0.60933,0.80434,0.72843,0.29252,0.64225,0.32064,0.49383,0.72745,0.2312,0.8678,0.98414,0.69884,0.94894,0.88925,0.52151,0.31678,0.15172,0.23678,0.78549,0.59874,0.5361,0.91497,0.67778,0.89483,0.62247,0.94067,0.6165,0.78434,0.44653,0.61406,0.55319,0.22993,0.43423,0.91111,0.94057,0.75496,0.88117,0.64124,0.74285,0.63827
37.67,30.67,0.47648,0.15772,0.62169,0.6878,0.5509,0.52541,0.99681,0.83273,0.77097,0.57437,0.82393,0.71794,0.25557,0.64085,0.32379,0.5062,0.72121,0.21563,0.8605,1.00677,0.6973,0.94443,0.87676,0.48281,0.34849,0.14504,0.2619,0.75651,0.60552,0.52733,0.92455,0.65313,0.8908,0.64322,0.93084,0.64266,0.76572,0.49676,0.5887,0.50879,0.16212,0.41925,0.91095,0.91838,0.74202,0.88515,0.59436,0.70575,0.63118
38.33,32.0,0.38253,0.13899,0.64682,0.71129,0.67206,0.52224,0.98931,0.86423,0.7404,0.64442,0.81249,0.7376,0.32283,0.66254,0.30987,0.38982,0.68574,0.25996,0.89215,0.91561,0.68949,0.92304,0.88694,0.58627,0.23272,0.16519,0.2384,0.76361,0.59042,0.54244,0.88559,0.70218,0.8507,0.60062,0.94693,0.48759,0.75284,0.37097,0.60928,0.61203,0.38786,0.44764,0.89685,0.97157,0.7746,0.83392,0.62846,0.7626,0.6342
37.67,32.0,0.35329,0.1639,0.60757,0.67731,0.71492,0.58721,1.0064,0.87979,0.78558,0.68715,0.79008,0.7512,0.35029,0.66731,0.33127,0.43834,0.73385,0.30939,0.90543,0.92822,0.71092,0.94796,0.90663,0.60015,0.24493,0.17053,0.2106,0.82469,0.59153,0.57766,0.90277,0.74184,0.89195,0.62767,0.96086,0.54795,0.78077,0.39758,0.65299,0.65235,0.39801,0.4675,0.91739,0.97605,0.79835,0.87028,0.705,0.79809,0.65711
38.0,32.33,0.371,0.14957,0.63609,0.71328,0.71835,0.5674,0.99687,0.88008,0.76195,0.67994,0.81067,0.76347,0.35883,0.67994,0.34403,0.40777,0.70676,0.30502,0.90758,0.91038,0.70598,0.93811,0.91717,0.63229,0.23491,0.18483,0.21746,0.79357,0.59854,0.57657,0.89276,0.73681,0.86968,0.62457,0.97183,0.52908,0.76697,0.40172,0.64495,0.6562,0.42683,0.46517,0.90971,0.97963,0.7986,0.85901,0.68607,0.80033,0.65601
