lat,lon,ALLSKY_SFC_SW_DWN,ALLSKY_KT,CLOUD_AMT,PRECTOTCORR,ALLSKY_SFC_SW_DWN_norm,CLOUD_AMT_norm,PRECTOTCORR_norm
41.08,29.62,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.08,29.65,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.08,29.68,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.08,29.71,14.62,0.5275,62.865,2.305,0.0321,0.0353,0.0418
41.08,29.74,14.62,0.5275,62.865,2.305,0.0321,0.0353,0.0418
41.08,29.77,14.62,0.5275,62.865,2.305,0.0321,0.0353,0.0418
41.08,29.8,14.62,0.5275,62.865,2.305,0.0321,0.0353,0.0418
41.08,29.83,14.62,0.5275,62.865,2.305,0.0321,0.0353,0.0418
41.08,29.86,14.62,0.5275,62.865,2.305,0.0321,0.0353,0.0418
41.08,29.89,14.62,0.5275,62.865,2.305,0.0321,0.0353,0.0418
41.1,28.0,14.54,0.5225,54.92,1.66,0.0319,0.0309,0.0301
41.1,28.03,14.54,0.5225,54.92,1.66,0.0319,0.0309,0.0301
41.1,28.06,14.54,0.5225,54.92,1.66,0.0319,0.0309,0.0301
41.1,28.09,14.54,0.5225,54.92,1.66,0.0319,0.0309,0.0301
41.1,28.12,14.54,0.5225,54.92,1.66,0.0319,0.0309,0.0301
41.1,28.15,14.54,0.5225,54.92,1.66,0.0319,0.0309,0.0301
41.1,28.18,14.54,0.5225,54.92,1.66,0.0319,0.0309,0.0301
41.1,28.21,14.54,0.5225,54.92,1.66,0.0319,0.0309,0.0301
41.1,28.24,14.54,0.5225,54.92,1.66,0.0319,0.0309,0.0301
41.1,28.27,14.54,0.5225,54.92,1.66,0.0319,0.0309,0.0301
41.1,28.3,14.54,0.5225,54.92,1.66,0.0319,0.0309,0.0301
41.1,28.33,14.54,0.5225,54.92,1.66,0.0319,0.0309,0.0301
41.1,28.36,14.54,0.5225,54.92,1.66,0.0319,0.0309,0.0301
41.1,28.39,14.54,0.5225,54.92,1.66,0.0319,0.0309,0.0301
41.1,28.42,14.54,0.5225,54.92,1.66,0.0319,0.0309,0.0301
41.1,28.45,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.1,28.48,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.1,28.51,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.1,28.54,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.1,28.57,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.1,28.6,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.1,28.63,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.1,28.66,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.1,28.69,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.1,28.72,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.1,28.75,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.1,28.78,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.1,28.81,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.1,28.84,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.1,28.87,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.1,28.9,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.1,28.93,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.1,28.96,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.1,28.99,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.1,29.02,14.62,0.5275,62.865,1.6425,0.0321,0.0353,0.0298
41.1,29.05,14.62,0.5275,62.865,1.6425,0.0321,0.0353,0.0298
41.1,29.08,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.1,29.11,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.1,29.14,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.1,29.17,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.1,29.2,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.1,29.23,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.1,29.26,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.1,29.29,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.1,29.32,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.1,29.35,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.1,29.38,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.1,29.41,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.1,29.44,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.1,29.47,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.1,29.5,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.1,29.53,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.1,29.56,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.1,29.59,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.1,29.62,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.1,29.65,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.1,29.68,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.1,29.71,14.62,0.5275,62.865,2.305,0.0321,0.0353,0.0418
41.1,29.74,14.62,0.5275,62.865,2.305,0.0321,0.0353,0.0418
41.1,29.77,14.62,0.5275,62.865,2.305,0.0321,0.0353,0.0418
41.1,29.8,14.62,0.5275,62.865,2.305,0.0321,0.0353,0.0418
41.1,29.83,14.62,0.5275,62.865,2.305,0.0321,0.0353,0.0418
41.1,29.86,14.62,0.5275,62.865,2.305,0.0321,0.0353,0.0418
41.1,29.89,14.62,0.5275,62.865,2.305,0.0321,0.0353,0.0418
41.12,28.0,14.54,0.5225,54.92,1.66,0.0319,0.0309,0.0301
41.12,28.03,14.54,0.5225,54.92,1.66,0.0319,0.0309,0.0301
41.12,28.06,14.54,0.5225,54.92,1.66,0.0319,0.0309,0.0301
41.12,28.09,14.54,0.5225,54.92,1.66,0.0319,0.0309,0.0301
41.12,28.12,14.54,0.5225,54.92,1.66,0.0319,0.0309,0.0301
41.12,28.15,14.54,0.5225,54.92,1.66,0.0319,0.0309,0.0301
41.12,28.18,14.54,0.5225,54.92,1.66,0.0319,0.0309,0.0301
41.12,28.21,14.54,0.5225,54.92,1.66,0.0319,0.0309,0.0301
41.12,28.24,14.54,0.5225,54.92,1.66,0.0319,0.0309,0.0301
41.12,28.27,14.54,0.5225,54.92,1.66,0.0319,0.0309,0.0301
41.12,28.3,14.54,0.5225,54.92,1.66,0.0319,0.0309,0.0301
41.12,28.33,14.54,0.5225,54.92,1.66,0.0319,0.0309,0.0301
41.12,28.36,14.54,0.5225,54.92,1.66,0.0319,0.0309,0.0301
41.12,28.39,14.54,0.5225,54.92,1.66,0.0319,0.0309,0.0301
41.12,28.42,14.54,0.5225,54.92,1.66,0.0319,0.0309,0.0301
41.12,28.45,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.12,28.48,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.12,28.51,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.12,28.54,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.12,28.57,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.12,28.6,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.12,28.63,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.12,28.66,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.12,28.69,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.12,28.72,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.12,28.75,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.12,28.78,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.12,28.81,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.12,28.84,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.12,28.87,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.12,28.9,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.12,28.93,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.12,28.96,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.12,28.99,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.12,29.02,14.62,0.5275,62.865,1.6425,0.0321,0.0353,0.0298
41.12,29.05,14.62,0.5275,62.865,1.6425,0.0321,0.0353,0.0298
41.12,29.11,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.12,29.14,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.12,29.17,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.12,29.2,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.12,29.23,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.12,29.26,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.12,29.29,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.12,29.32,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.12,29.35,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.12,29.38,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.12,29.41,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.12,29.44,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.12,29.47,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.12,29.5,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.12,29.53,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.12,29.56,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.12,29.59,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.12,29.62,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.12,29.65,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.12,29.68,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.12,29.71,14.62,0.5275,62.865,2.305,0.0321,0.0353,0.0418
41.12,29.74,14.62,0.5275,62.865,2.305,0.0321,0.0353,0.0418
41.12,29.77,14.62,0.5275,62.865,2.305,0.0321,0.0353,0.0418
41.12,29.8,14.62,0.5275,62.865,2.305,0.0321,0.0353,0.0418
41.12,29.83,14.62,0.5275,62.865,2.305,0.0321,0.0353,0.0418
41.12,29.86,14.62,0.5275,62.865,2.305,0.0321,0.0353,0.0418
41.12,29.89,14.62,0.5275,62.865,2.305,0.0321,0.0353,0.0418
41.14,28.0,14.54,0.5225,54.92,1.66,0.0319,0.0309,0.0301
41.14,28.03,14.54,0.5225,54.92,1.66,0.0319,0.0309,0.0301
41.14,28.06,14.54,0.5225,54.92,1.66,0.0319,0.0309,0.0301
41.14,28.09,14.54,0.5225,54.92,1.66,0.0319,0.0309,0.0301
41.14,28.12,14.54,0.5225,54.92,1.66,0.0319,0.0309,0.0301
41.14,28.15,14.54,0.5225,54.92,1.66,0.0319,0.0309,0.0301
41.14,28.18,14.54,0.5225,54.92,1.66,0.0319,0.0309,0.0301
41.14,28.21,14.54,0.5225,54.92,1.66,0.0319,0.0309,0.0301
41.14,28.24,14.54,0.5225,54.92,1.66,0.0319,0.0309,0.0301
41.14,28.27,14.54,0.5225,54.92,1.66,0.0319,0.0309,0.0301
41.14,28.3,14.54,0.5225,54.92,1.66,0.0319,0.0309,0.0301
41.14,28.33,14.54,0.5225,54.92,1.66,0.0319,0.0309,0.0301
41.14,28.36,14.54,0.5225,54.92,1.66,0.0319,0.0309,0.0301
41.14,28.39,14.54,0.5225,54.92,1.66,0.0319,0.0309,0.0301
41.14,28.42,14.54,0.5225,54.92,1.66,0.0319,0.0309,0.0301
41.14,28.45,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.14,28.48,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.14,28.51,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.14,28.54,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.14,28.57,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.14,28.6,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.14,28.63,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.14,28.66,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.14,28.69,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.14,28.72,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.14,28.75,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.14,28.78,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.14,28.81,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.14,28.84,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.14,28.87,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.14,28.9,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.14,28.93,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.14,28.96,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.14,28.99,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.14,29.02,14.62,0.5275,62.865,1.6425,0.0321,0.0353,0.0298
41.14,29.05,14.62,0.5275,62.865,1.6425,0.0321,0.0353,0.0298
41.14,29.08,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.14,29.11,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.14,29.14,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.14,29.17,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.14,29.2,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.14,29.23,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.14,29.26,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.14,29.29,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.14,29.32,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.14,29.35,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.14,29.38,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.14,29.41,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.14,29.44,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.14,29.47,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.14,29.5,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.14,29.53,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.14,29.56,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.14,29.59,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.14,29.62,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.14,29.65,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.14,29.68,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.14,29.71,14.62,0.5275,62.865,2.305,0.0321,0.0353,0.0418
41.14,29.74,14.62,0.5275,62.865,2.305,0.0321,0.0353,0.0418
41.14,29.77,14.62,0.5275,62.865,2.305,0.0321,0.0353,0.0418
41.14,29.8,14.62,0.5275,62.865,2.305,0.0321,0.0353,0.0418
41.14,29.86,14.62,0.5275,62.865,2.305,0.0321,0.0353,0.0418
41.14,29.89,14.62,0.5275,62.865,2.305,0.0321,0.0353,0.0418
41.16,28.0,14.54,0.5225,54.92,1.66,0.0319,0.0309,0.0301
41.16,28.03,14.54,0.5225,54.92,1.66,0.0319,0.0309,0.0301
41.16,28.06,14.54,0.5225,54.92,1.66,0.0319,0.0309,0.0301
41.16,28.09,14.54,0.5225,54.92,1.66,0.0319,0.0309,0.0301
41.16,28.12,14.54,0.5225,54.92,1.66,0.0319,0.0309,0.0301
41.16,28.15,14.54,0.5225,54.92,1.66,0.0319,0.0309,0.0301
41.16,28.18,14.54,0.5225,54.92,1.66,0.0319,0.0309,0.0301
41.16,28.21,14.54,0.5225,54.92,1.66,0.0319,0.0309,0.0301
41.16,28.24,14.54,0.5225,54.92,1.66,0.0319,0.0309,0.0301
41.16,28.27,14.54,0.5225,54.92,1.66,0.0319,0.0309,0.0301
41.16,28.3,14.54,0.5225,54.92,1.66,0.0319,0.0309,0.0301
41.16,28.33,14.54,0.5225,54.92,1.66,0.0319,0.0309,0.0301
41.16,28.36,14.54,0.5225,54.92,1.66,0.0319,0.0309,0.0301
41.16,28.39,14.54,0.5225,54.92,1.66,0.0319,0.0309,0.0301
41.16,28.42,14.54,0.5225,54.92,1.66,0.0319,0.0309,0.0301
41.16,28.45,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.16,28.48,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.16,28.51,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.16,28.54,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.16,28.57,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.16,28.6,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.16,28.63,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.16,28.66,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.16,28.69,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.16,28.72,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.16,28.75,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.16,28.78,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.16,28.81,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.16,28.84,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.16,28.87,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.16,28.9,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.16,28.93,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.16,28.96,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.16,28.99,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.16,29.02,14.62,0.5275,62.865,1.6425,0.0321,0.0353,0.0298
41.16,29.08,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.16,29.11,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.16,29.14,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.16,29.17,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.16,29.2,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.16,29.23,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.16,29.26,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.16,29.29,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.16,29.32,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.16,29.35,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.16,29.38,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.16,29.41,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.16,29.44,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.16,29.47,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.16,29.5,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.16,29.53,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.16,29.56,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.16,29.59,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.16,29.62,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.16,29.65,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.16,29.68,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.18,28.03,14.54,0.5225,54.92,1.66,0.0319,0.0309,0.0301
41.18,28.06,14.54,0.5225,54.92,1.66,0.0319,0.0309,0.0301
41.18,28.09,14.54,0.5225,54.92,1.66,0.0319,0.0309,0.0301
41.18,28.12,14.54,0.5225,54.92,1.66,0.0319,0.0309,0.0301
41.18,28.15,14.54,0.5225,54.92,1.66,0.0319,0.0309,0.0301
41.18,28.18,14.54,0.5225,54.92,1.66,0.0319,0.0309,0.0301
41.18,28.21,14.54,0.5225,54.92,1.66,0.0319,0.0309,0.0301
41.18,28.24,14.54,0.5225,54.92,1.66,0.0319,0.0309,0.0301
41.18,28.27,14.54,0.5225,54.92,1.66,0.0319,0.0309,0.0301
41.18,28.3,14.54,0.5225,54.92,1.66,0.0319,0.0309,0.0301
41.18,28.33,14.54,0.5225,54.92,1.66,0.0319,0.0309,0.0301
41.18,28.36,14.54,0.5225,54.92,1.66,0.0319,0.0309,0.0301
41.18,28.39,14.54,0.5225,54.92,1.66,0.0319,0.0309,0.0301
41.18,28.42,14.54,0.5225,54.92,1.66,0.0319,0.0309,0.0301
41.18,28.45,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.18,28.48,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.18,28.51,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.18,28.54,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.18,28.57,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.18,28.6,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.18,28.63,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.18,28.66,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.18,28.69,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.18,28.72,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.18,28.75,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.18,28.78,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.18,28.81,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.18,28.84,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.18,28.87,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.18,28.9,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.18,28.93,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.18,28.96,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.18,28.99,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.18,29.02,14.62,0.5275,62.865,1.6425,0.0321,0.0353,0.0298
41.18,29.05,14.62,0.5275,62.865,1.6425,0.0321,0.0353,0.0298
41.18,29.11,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.18,29.14,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.18,29.17,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.18,29.2,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.18,29.23,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.18,29.26,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.18,29.29,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.18,29.32,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.18,29.35,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.18,29.38,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.18,29.41,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.18,29.44,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.18,29.47,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.18,29.5,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.2,28.03,14.54,0.5225,54.92,1.66,0.0319,0.0309,0.0301
41.2,28.06,14.54,0.5225,54.92,1.66,0.0319,0.0309,0.0301
41.2,28.09,14.54,0.5225,54.92,1.66,0.0319,0.0309,0.0301
41.2,28.12,14.54,0.5225,54.92,1.66,0.0319,0.0309,0.0301
41.2,28.15,14.54,0.5225,54.92,1.66,0.0319,0.0309,0.0301
41.2,28.18,14.54,0.5225,54.92,1.66,0.0319,0.0309,0.0301
41.2,28.21,14.54,0.5225,54.92,1.66,0.0319,0.0309,0.0301
41.2,28.24,14.54,0.5225,54.92,1.66,0.0319,0.0309,0.0301
41.2,28.27,14.54,0.5225,54.92,1.66,0.0319,0.0309,0.0301
41.2,28.3,14.54,0.5225,54.92,1.66,0.0319,0.0309,0.0301
41.2,28.33,14.54,0.5225,54.92,1.66,0.0319,0.0309,0.0301
41.2,28.36,14.54,0.5225,54.92,1.66,0.0319,0.0309,0.0301
41.2,28.39,14.54,0.5225,54.92,1.66,0.0319,0.0309,0.0301
41.2,28.42,14.54,0.5225,54.92,1.66,0.0319,0.0309,0.0301
41.2,28.45,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.2,28.48,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.2,28.51,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.2,28.54,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.2,28.57,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.2,28.6,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.2,28.63,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.2,28.66,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.2,28.69,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.2,28.72,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.2,28.75,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.2,28.78,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.2,28.81,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.2,28.84,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.2,28.87,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.2,28.9,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.2,28.93,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.2,28.96,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.2,28.99,14.54,0.5225,54.92,1.6425,0.0319,0.0309,0.0298
41.2,29.02,14.62,0.5275,62.865,1.6425,0.0321,0.0353,0.0298
41.2,29.05,14.62,0.5275,62.865,1.6425,0.0321,0.0353,0.0298
41.2,29.08,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.2,29.14,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.2,29.17,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
41.2,29.2,14.62,0.5275,62.865,1.86,0.0321,0.0353,0.0337
