lat,lon,date,ALLSKY_SFC_SW_DWN,ALLSKY_KT,CLOUD_AMT,PRECTOTCORR
41.1,29.89,202013,14.87,0.54,62.16,1.85
41.1,29.89,202113,14.36,0.52,65.61,2.56
41.1,29.89,202213,15.0,0.54,59.49,2.08
41.1,29.89,202313,14.25,0.51,64.2,2.73
41.12,28.0,202013,14.77,0.53,53.42,1.5
41.12,28.0,202113,14.24,0.51,58.25,1.89
41.12,28.0,202213,14.89,0.54,51.29,1.48
41.12,28.0,202313,14.26,0.51,56.72,1.77
41.12,28.03,202013,14.77,0.53,53.42,1.5
41.12,28.03,202113,14.24,0.51,58.25,1.89
41.12,28.03,202213,14.89,0.54,51.29,1.48
41.12,28.03,202313,14.26,0.51,56.72,1.77
41.12,28.06,202013,14.77,0.53,53.42,1.5
41.12,28.06,202113,14.24,0.51,58.25,1.89
41.12,28.06,202213,14.89,0.54,51.29,1.48
41.12,28.06,202313,14.26,0.51,56.72,1.77
41.12,28.09,202013,14.77,0.53,53.42,1.5
41.12,28.09,202113,14.24,0.51,58.25,1.89
41.12,28.09,202213,14.89,0.54,51.29,1.48
41.12,28.09,202313,14.26,0.51,56.72,1.77
41.12,28.12,202013,14.77,0.53,53.42,1.5
41.12,28.12,202113,14.24,0.51,58.25,1.89
41.12,28.12,202213,14.89,0.54,51.29,1.48
41.12,28.12,202313,14.26,0.51,56.72,1.77
41.12,28.15,202013,14.77,0.53,53.42,1.5
41.12,28.15,202113,14.24,0.51,58.25,1.89
41.12,28.15,202213,14.89,0.54,51.29,1.48
41.12,28.15,202313,14.26,0.51,56.72,1.77
41.12,28.18,202013,14.77,0.53,53.42,1.5
41.12,28.18,202113,14.24,0.51,58.25,1.89
41.12,28.18,202213,14.89,0.54,51.29,1.48
41.12,28.18,202313,14.26,0.51,56.72,1.77
41.12,28.21,202013,14.77,0.53,53.42,1.5
41.12,28.21,202113,14.24,0.51,58.25,1.89
41.12,28.21,202213,14.89,0.54,51.29,1.48
41.12,28.21,202313,14.26,0.51,56.72,1.77
41.12,28.24,202013,14.77,0.53,53.42,1.5
41.12,28.24,202113,14.24,0.51,58.25,1.89
41.12,28.24,202213,14.89,0.54,51.29,1.48
41.12,28.24,202313,14.26,0.51,56.72,1.77
41.12,28.27,202013,14.77,0.53,53.42,1.5
41.12,28.27,202113,14.24,0.51,58.25,1.89
41.12,28.27,202213,14.89,0.54,51.29,1.48
41.12,28.27,202313,14.26,0.51,56.72,1.77
41.12,28.3,202013,14.77,0.53,53.42,1.5
41.12,28.3,202113,14.24,0.51,58.25,1.89
41.12,28.3,202213,14.89,0.54,51.29,1.48
41.12,28.3,202313,14.26,0.51,56.72,1.77
41.12,28.33,202013,14.77,0.53,53.42,1.5
41.12,28.33,202113,14.24,0.51,58.25,1.89
41.12,28.33,202213,14.89,0.54,51.29,1.48
41.12,28.33,202313,14.26,0.51,56.72,1.77
41.12,28.36,202013,14.77,0.53,53.42,1.5
41.12,28.36,202113,14.24,0.51,58.25,1.89
41.12,28.36,202213,14.89,0.54,51.29,1.48
41.12,28.36,202313,14.26,0.51,56.72,1.77
41.12,28.39,202013,14.77,0.53,53.42,1.5
41.12,28.39,202113,14.24,0.51,58.25,1.89
41.12,28.39,202213,14.89,0.54,51.29,1.48
41.12,28.39,202313,14.26,0.51,56.72,1.77
41.12,28.42,202013,14.77,0.53,53.42,1.5
41.12,28.42,202113,14.24,0.51,58.25,1.89
41.12,28.42,202213,14.89,0.54,51.29,1.48
41.12,28.42,202313,14.26,0.51,56.72,1.77
41.12,28.45,202013,14.77,0.53,53.42,1.46
41.12,28.45,202113,14.24,0.51,58.25,1.82
41.12,28.45,202213,14.89,0.54,51.29,1.51
41.12,28.45,202313,14.26,0.51,56.72,1.78
41.12,28.48,202013,14.77,0.53,53.42,1.46
41.12,28.48,202113,14.24,0.51,58.25,1.82
41.12,28.48,202213,14.89,0.54,51.29,1.51
41.12,28.48,202313,14.26,0.51,56.72,1.78
41.12,28.51,202013,14.77,0.53,53.42,1.46
41.12,28.51,202113,14.24,0.51,58.25,1.82
41.12,28.51,202213,14.89,0.54,51.29,1.51
41.12,28.51,202313,14.26,0.51,56.72,1.78
41.12,28.54,202013,14.77,0.53,53.42,1.46
41.12,28.54,202113,14.24,0.51,58.25,1.82
41.12,28.54,202213,14.89,0.54,51.29,1.51
41.12,28.54,202313,14.26,0.51,56.72,1.78
41.12,28.57,202013,14.77,0.53,53.42,1.46
41.12,28.57,202113,14.24,0.51,58.25,1.82
41.12,28.57,202213,14.89,0.54,51.29,1.51
41.12,28.57,202313,14.26,0.51,56.72,1.78
41.12,28.6,202013,14.77,0.53,53.42,1.46
41.12,28.6,202113,14.24,0.51,58.25,1.82
41.12,28.6,202213,14.89,0.54,51.29,1.51
41.12,28.6,202313,14.26,0.51,56.72,1.78
41.12,28.63,202013,14.77,0.53,53.42,1.46
41.12,28.63,202113,14.24,0.51,58.25,1.82
41.12,28.63,202213,14.89,0.54,51.29,1.51
41.12,28.63,202313,14.26,0.51,56.72,1.78
41.12,28.66,202013,14.77,0.53,53.42,1.46
41.12,28.66,202113,14.24,0.51,58.25,1.82
41.12,28.66,202213,14.89,0.54,51.29,1.51
41.12,28.66,202313,14.26,0.51,56.72,1.78
41.12,28.69,202013,14.77,0.53,53.42,1.46
41.12,28.69,202113,14.24,0.51,58.25,1.82
41.12,28.69,202213,14.89,0.54,51.29,1.51
41.12,28.69,202313,14.26,0.51,56.72,1.78
41.12,28.72,202013,14.77,0.53,53.42,1.46
41.12,28.72,202113,14.24,0.51,58.25,1.82
41.12,28.72,202213,14.89,0.54,51.29,1.51
41.12,28.72,202313,14.26,0.51,56.72,1.78
41.12,28.75,202013,14.77,0.53,53.42,1.46
